source_system,client_id,snapshot_ts,po_internal_id,po_number,vendor_id,inbound_shipment_number,inbound_shipment_status,item_internal_id,quantity_inbound,expected_shipping_date,actual_shipping_date,expected_delivery_date,actual_delivery_date,available_for_sale_date,location_id
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,9937,100,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,11096,100,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,9946,100,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,9950,60,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,9952,250,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,9954,160,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,9955,300,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,9959,200,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,9962,70,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,10390,90,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,11942,250,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,11943,150,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,11944,100,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,6772,400,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,11195,100,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,10569,250,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,8802,100,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,9987,125,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,10009,125,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,10011,500,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,10000,90,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,10001,100,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,10005,75,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,10021,220,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,12154,100,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,10048,200,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,10055,600,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,10062,270,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,10075,400,,,,,,
netsuite,vonderk,2026-07-22 09:54,339785,OC_ME-244,8444,INBSHIP238,Para enviar,9976,150,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,12090,50,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,12591,300,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,11943,300,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,9686,160,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,9690,350,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,11195,200,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,10570,250,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,9984,140,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,9987,100,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,10011,440,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,10000,100,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,10001,100,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,10005,75,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,10030,170,,,,,,
