"source_system;client_id;snapshot_ts;item_internal_id;item_name;location;subsidiary;stock_status;quantity_on_hand;quantity_available;average_cost"
"netsuite;vonderk;2026-07-20 14:19;9264;SCL-KNS-100-12-H;Almacén General Golau;GOLAU;Dañado;1;1;4749.69"
"netsuite;vonderk;2026-07-20 14:19;9264;SCL-KNS-100-12-H;Almacén General Mentrau;MENTRAU;Buen estado Otros;999;999;4749.69"
"netsuite;vonderk;2026-07-20 14:19;11104;SCL-KNS-120-12;Almacén General Mentrau;MENTRAU;Buen estado Otros;4;4;5212.48"
"netsuite;vonderk;2026-07-20 14:19;9265;SCL-KNS-120-12-H;Producción Mentrau;MENTRAU;En inspección;2;2;5041.98"
"netsuite;vonderk;2026-07-20 14:19;9265;SCL-KNS-120-12-H;Almacén General Mentrau;MENTRAU;Buen estado Otros;2004;2004;5041.98"
"netsuite;vonderk;2026-07-20 14:19;9265;SCL-KNS-120-12-H;Almacén General Mentrau;MENTRAU;Buen estado Otros;1;1;5041.98"
"netsuite;vonderk;2026-07-20 14:19;9267;SCL-KNS-120-24-H;Producción Mentrau;MENTRAU;En inspección;2;2;5334.27"
"netsuite;vonderk;2026-07-20 14:19;9268;SCL-KNS-150-12;Almacén General Mentrau;MENTRAU;Buen estado PT;188;188;6491.25"
"netsuite;vonderk;2026-07-20 14:19;9269;SCL-KNS-150-12-H;Almacén General Mentrau;MENTRAU;Buen estado PT;1;1;6868.79"
"netsuite;vonderk;2026-07-20 14:19;9269;SCL-KNS-150-12-H;Almacén General Mentrau;MENTRAU;Buen estado PT;1;1;6868.79"
"netsuite;vonderk;2026-07-20 14:19;9269;SCL-KNS-150-12-H;Almacén General Mentrau;MENTRAU;Buen estado PT;240;240;6868.79"
"netsuite;vonderk;2026-07-20 14:19;9269;SCL-KNS-150-12-H;Almacén General Mentrau;MENTRAU;Buen estado Otros;1;1;6868.79"
"netsuite;vonderk;2026-07-20 14:19;9271;SCL-KNS-150-24-H;Producción Mentrau;MENTRAU;En inspección;1;1;7051.47"
"netsuite;vonderk;2026-07-20 14:19;9271;SCL-KNS-150-24-H;Producción Mentrau;MENTRAU;En inspección;1;1;7051.47"
"netsuite;vonderk;2026-07-20 14:19;9272;SCL-KNS-200-12;Almacén General Mentrau;MENTRAU;Buen estado PT;1;1;8939.17"
"netsuite;vonderk;2026-07-20 14:19;9273;SCL-KNS-200-24;Almacén General Mentrau;MENTRAU;Buen estado PT;1;1;9767.32"
"netsuite;vonderk;2026-07-20 14:19;9274;SCL-KNS-200-24-H;Producción Mentrau;MENTRAU;En inspección;1;1;7161.08"
"netsuite;vonderk;2026-07-20 14:19;9275;SCL-KNS-25-12-H;Producción Mentrau;MENTRAU;En inspección;1;1;2813.28"
"netsuite;vonderk;2026-07-20 14:19;9276;SCL-KNS-25-24-H;Producción Mentrau;MENTRAU;En inspección;1;1;2825.46"
"netsuite;vonderk;2026-07-20 14:19;9276;SCL-KNS-25-24-H;Almacén General Mentrau;MENTRAU;Buen estado PT;2;2;2825.46"
"netsuite;vonderk;2026-07-20 14:19;9276;SCL-KNS-25-24-H;Almacén General Mentrau;MENTRAU;Buen estado Otros;539;539;2825.46"
"netsuite;vonderk;2026-07-20 14:19;9277;SCL-KNS-36-12-H;Almacén General Mentrau;MENTRAU;Buen estado PT;2;2;2874.17"
"netsuite;vonderk;2026-07-20 14:19;9278;SCL-KNS-36-24-H;Producción Mentrau;MENTRAU;En inspección;1;1;2825.46"
"netsuite;vonderk;2026-07-20 14:19;9278;SCL-KNS-36-24-H;Almacén General Mentrau;MENTRAU;Buen estado PT;1;1;2825.46"
"netsuite;vonderk;2026-07-20 14:19;9278;SCL-KNS-36-24-H;Almacén General Mentrau;MENTRAU;Buen estado Otros;539;539;2825.46"
"netsuite;vonderk;2026-07-20 14:19;9278;SCL-KNS-36-24-H;Showroom Mentrau;MENTRAU;Buen estado Otros;2;2;2825.46"
"netsuite;vonderk;2026-07-20 14:19;9279;SCL-KNS-400-12-H;Almacén General Mentrau;MENTRAU;Buen estado PT;2;2;10424.97"
"netsuite;vonderk;2026-07-20 14:19;11105;SCL-KNS-60-12;Almacén General Mentrau;MENTRAU;Buen estado Otros;1;1;3458.75"
"netsuite;vonderk;2026-07-20 14:19;9280;SCL-KNS-60-12-H;Producción Mentrau;MENTRAU;En inspección;8;8;3410.04"
"netsuite;vonderk;2026-07-20 14:19;9280;SCL-KNS-60-12-H;Producción Mentrau;MENTRAU;En inspección;10;10;3410.04"
"netsuite;vonderk;2026-07-20 14:19;9280;SCL-KNS-60-12-H;Almacén General Golau;GOLAU;Dañado;2;2;3410.04"
"netsuite;vonderk;2026-07-20 14:19;9280;SCL-KNS-60-12-H;Almacén General Mentrau;MENTRAU;Buen estado PT;1;1;3410.04"
"netsuite;vonderk;2026-07-20 14:19;9280;SCL-KNS-60-12-H;Almacén General Mentrau;MENTRAU;Buen estado PT;24;24;3410.04"
"netsuite;vonderk;2026-07-20 14:19;9280;SCL-KNS-60-12-H;Almacén General Mentrau;MENTRAU;Buen estado PT;1;1;3410.04"
"netsuite;vonderk;2026-07-20 14:19;11106;SCL-KNS-60-24;Almacén General Mentrau;MENTRAU;Buen estado Otros;195;195;4359.97"
"netsuite;vonderk;2026-07-20 14:19;9281;SCL-KNS-60-24-H;Producción Mentrau;MENTRAU;En inspección;1;1;3714.50"
"netsuite;vonderk;2026-07-20 14:19;9281;SCL-KNS-60-24-H;Almacén General Golau;GOLAU;Dañado;3;3;3714.50"
"netsuite;vonderk;2026-07-20 14:19;9281;SCL-KNS-60-24-H;Almacén General Mentrau;MENTRAU;Buen estado Otros;1007;1007;3714.50"
"netsuite;vonderk;2026-07-20 14:19;9258;SCL-KN-120-12;Almacen Golau Exento;GOLAU;Buen estado PT;403;403;4331.815875"
"netsuite;vonderk;2026-07-20 14:19;9258;SCL-KN-120-12;Almacén General Mentrau;MENTRAU;Buen estado PT;20;20;4331.815875"
"netsuite;vonderk;2026-07-20 14:19;9258;SCL-KN-120-12;Almacén General Golau;GOLAU;Buen estado PT;66;66;4331.815875"
"netsuite;vonderk;2026-07-20 14:19;9258;SCL-KN-120-12;Almacen Mentrau Exento;MENTRAU;Buen estado PT;71;71;4331.815875"
"netsuite;vonderk;2026-07-20 14:19;9259;SCL-KN-150-12;Almacén General Mentrau;MENTRAU;Buen estado PT;8;8;4969.94439103"
"netsuite;vonderk;2026-07-20 14:19;9259;SCL-KN-150-12;Almacen Golau Exento;GOLAU;Buen estado PT;144;144;4969.94439103"
"netsuite;vonderk;2026-07-20 14:19;9259;SCL-KN-150-12;Almacen Mentrau Exento;MENTRAU;Buen estado PT;29;29;4969.94439103"
"netsuite;vonderk;2026-07-20 14:19;9259;SCL-KN-150-12;Almacén General Mentrau;MENTRAU;Buen estado PT;80;80;4969.94439103"
"netsuite;vonderk;2026-07-20 14:19;9259;SCL-KN-150-12;Almacén General Golau;GOLAU;Buen estado PT;50;50;4969.94439103"
"netsuite;vonderk;2026-07-20 14:19;9259;SCL-KN-150-12;Almacén General Mentrau;MENTRAU;Buen estado Otros;1;1;4969.94439103"
"netsuite;vonderk;2026-07-20 14:19;9260;SCL-KN-200-12;Almacen Golau Exento;GOLAU;Buen estado PT;76;76;5395.76666667"
"netsuite;vonderk;2026-07-20 14:19;9260;SCL-KN-200-12;Almacén General Golau;GOLAU;Buen estado PT;50;50;5395.76666667"
"netsuite;vonderk;2026-07-20 14:19;9260;SCL-KN-200-12;Almacen Mentrau Exento;MENTRAU;Buen estado PT;36;36;5395.76666667"
"netsuite;vonderk;2026-07-20 14:19;9261;SCL-KN-25-12;Almacen Golau Exento;GOLAU;Buen estado PT;288;288;1965.23569378"
"netsuite;vonderk;2026-07-20 14:19;9261;SCL-KN-25-12;Almacén General Golau;GOLAU;Buen estado PT;100;100;1965.23569378"
"netsuite;vonderk;2026-07-20 14:19;9261;SCL-KN-25-12;Almacen Mentrau Exento;MENTRAU;Buen estado PT;30;30;1965.23569378"
"netsuite;vonderk;2026-07-20 14:19;9262;SCL-KN-36-12;Almacen Golau Exento;GOLAU;Buen estado PT;302;302;2512.46573956"
"netsuite;vonderk;2026-07-20 14:19;9262;SCL-KN-36-12;Almacén General Golau;GOLAU;Buen estado PT;98;98;2512.46573956"
"netsuite;vonderk;2026-07-20 14:19;9262;SCL-KN-36-12;Almacén General Mentrau;MENTRAU;Buen estado PT;10;10;2512.46573956"
"netsuite;vonderk;2026-07-20 14:19;9262;SCL-KN-36-12;Almacen Mentrau Exento;MENTRAU;Buen estado PT;25;25;2512.46573956"
"netsuite;vonderk;2026-07-20 14:19;9262;SCL-KN-36-12;Almacén General Mentrau;MENTRAU;Buen estado Otros;2289;2289;2512.46573956"
"netsuite;vonderk;2026-07-20 14:19;9262;SCL-KN-36-12;Almacén General Mentrau;MENTRAU;Buen estado Otros;2;2;2512.46573956"
"netsuite;vonderk;2026-07-20 14:19;9262;SCL-KN-36-12;Almacén General Mentrau;MENTRAU;Buen estado Otros;94;94;2512.46573956"
"netsuite;vonderk;2026-07-20 14:19;9262;SCL-KN-36-12;Almacén General Mentrau;MENTRAU;Buen estado Otros;5;5;2512.46573956"
"netsuite;vonderk;2026-07-20 14:19;9262;SCL-KN-36-12;Almacén General Mentrau;MENTRAU;Buen estado Otros;1;1;2512.46573956"
"netsuite;vonderk;2026-07-20 14:19;9263;SCL-KN-60-12;Almacén General Mentrau;MENTRAU;Dañado;7;7;2640.92933402"
"netsuite;vonderk;2026-07-20 14:19;9263;SCL-KN-60-12;Almacén General Mentrau;MENTRAU;Dañado;2;2;2640.92933402"
"netsuite;vonderk;2026-07-20 14:19;9263;SCL-KN-60-12;Almacen Mentrau Exento;MENTRAU;Buen estado PT;70;70;2640.92933402"
"netsuite;vonderk;2026-07-20 14:19;9263;SCL-KN-60-12;Almacén General Golau;GOLAU;Buen estado PT;13;13;2640.92933402"
"netsuite;vonderk;2026-07-20 14:19;9263;SCL-KN-60-12;Almacen Golau Exento;GOLAU;Buen estado PT;883;883;2640.92933402"
"netsuite;vonderk;2026-07-20 14:19;9263;SCL-KN-60-12;Showroom Mentrau;MENTRAU;Buen estado Otros;1;1;2640.92933402"
"netsuite;vonderk;2026-07-20 14:19;9282;SCL-KONE-NEG;Almacen Golau Exento;GOLAU;Buen estado PT;1;1;7648.22"
"netsuite;vonderk;2026-07-20 14:19;9282;SCL-KONE-NEG;Almacén General Golau;GOLAU;Buen estado PT;64;64;7648.22"
"netsuite;vonderk;2026-07-20 14:19;11164;SCL-LPC-20-350;Producción Mentrau;MENTRAU;En inspección;6;6;3600.00"
"netsuite;vonderk;2026-07-20 14:19;11165;SCL-LPC-20-700;Producción Mentrau;MENTRAU;En inspección;3;3;3600.00"
"netsuite;vonderk;2026-07-20 14:19;8356;SCL-PERFIL-LINE ANODIZADO;Producción Mentrau;MENTRAU;En producción;111.5;111.5;1205.69004484"
"netsuite;vonderk;2026-07-20 14:19;9292;SCL-PL-12W-CA-BL-3000;Almacén General Golau;GOLAU;Buen estado PT;40;40;1571.05"
"netsuite;vonderk;2026-07-20 14:19;9293;SCL-PL-12W-CA-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;200;200;1571.05"
"netsuite;vonderk;2026-07-20 14:19;9293;SCL-PL-12W-CA-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;220;220;1571.05"
"netsuite;vonderk;2026-07-20 14:19;9294;SCL-PL-12W-CA-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;120;120;1571.05"
"netsuite;vonderk;2026-07-20 14:19;9294;SCL-PL-12W-CA-BL-6000;Almacen Golau Exento;GOLAU;Buen estado PT;60;60;1571.05"
"netsuite;vonderk;2026-07-20 14:19;9296;SCL-PL-12W-CA-NG-4000;Almacén General Golau;GOLAU;Buen estado PT;220;220;1571.05"
"netsuite;vonderk;2026-07-20 14:19;9297;SCL-PL-12W-CA-NG-6000;Almacén General Golau;GOLAU;Buen estado PT;240;240;1571.05"
"netsuite;vonderk;2026-07-20 14:19;9297;SCL-PL-12W-CA-NG-6000;Almacen Golau Exento;GOLAU;Buen estado PT;20;20;1571.05"
"netsuite;vonderk;2026-07-20 14:19;9298;SCL-PL-12W-CE-BL-3000;Almacén General Golau;GOLAU;Buen estado PT;40;40;1473.62"
"netsuite;vonderk;2026-07-20 14:19;9298;SCL-PL-12W-CE-BL-3000;Almacén General Golau;GOLAU;Buen estado PT;40;40;1473.62"
"netsuite;vonderk;2026-07-20 14:19;9299;SCL-PL-12W-CE-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;240;240;1473.62"
"netsuite;vonderk;2026-07-20 14:19;9299;SCL-PL-12W-CE-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;160;160;1473.62"
"netsuite;vonderk;2026-07-20 14:19;9300;SCL-PL-12W-CE-BL-6000;Almacen Golau Exento;GOLAU;Buen estado PT;20;20;1473.62"
"netsuite;vonderk;2026-07-20 14:19;9300;SCL-PL-12W-CE-BL-6000;Almacen Golau Exento;GOLAU;Buen estado PT;40;40;1473.62"
"netsuite;vonderk;2026-07-20 14:19;9300;SCL-PL-12W-CE-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;19;19;1473.62"
"netsuite;vonderk;2026-07-20 14:19;9300;SCL-PL-12W-CE-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;160;160;1473.62"
"netsuite;vonderk;2026-07-20 14:19;9305;SCL-PL-12W-RA-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;300;300;1510.16"
"netsuite;vonderk;2026-07-20 14:19;9305;SCL-PL-12W-RA-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;280;280;1510.16"
"netsuite;vonderk;2026-07-20 14:19;9306;SCL-PL-12W-RA-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;100;100;1510.16"
"netsuite;vonderk;2026-07-20 14:19;9306;SCL-PL-12W-RA-BL-6000;Almacen Golau Exento;GOLAU;Buen estado PT;80;80;1510.16"
"netsuite;vonderk;2026-07-20 14:19;9306;SCL-PL-12W-RA-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;300;300;1510.16"
"netsuite;vonderk;2026-07-20 14:19;9308;SCL-PL-12W-RA-NG-4000;Almacén General Golau;GOLAU;Buen estado PT;100;100;1510.16"
"netsuite;vonderk;2026-07-20 14:19;9308;SCL-PL-12W-RA-NG-4000;Almacén General Golau;GOLAU;Buen estado PT;40;40;1510.16"
"netsuite;vonderk;2026-07-20 14:19;9309;SCL-PL-12W-RA-NG-6000;Almacén General Golau;GOLAU;Buen estado PT;160;160;1510.16"
"netsuite;vonderk;2026-07-20 14:19;9309;SCL-PL-12W-RA-NG-6000;Almacen Golau Exento;GOLAU;Buen estado PT;20;20;1510.16"
"netsuite;vonderk;2026-07-20 14:19;9309;SCL-PL-12W-RA-NG-6000;Almacén General Golau;GOLAU;Buen estado PT;18;18;1510.16"
"netsuite;vonderk;2026-07-20 14:19;9310;SCL-PL-12W-RE-BL-3000;Almacén General Golau;GOLAU;Buen estado PT;110;110;1424.91"
"netsuite;vonderk;2026-07-20 14:19;9310;SCL-PL-12W-RE-BL-3000;Almacén General Golau;GOLAU;Buen estado PT;120;120;1424.91"
"netsuite;vonderk;2026-07-20 14:19;9311;SCL-PL-12W-RE-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;340;340;1424.91"
"netsuite;vonderk;2026-07-20 14:19;9311;SCL-PL-12W-RE-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;260;260;1424.91"
"netsuite;vonderk;2026-07-20 14:19;9312;SCL-PL-12W-RE-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;159;159;1424.91"
"netsuite;vonderk;2026-07-20 14:19;9312;SCL-PL-12W-RE-BL-6000;Almacen Golau Exento;GOLAU;Buen estado PT;40;40;1424.91"
"netsuite;vonderk;2026-07-20 14:19;9312;SCL-PL-12W-RE-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;260;260;1424.91"
"netsuite;vonderk;2026-07-20 14:19;9316;SCL-PL-18W-CA-BL-3000;Almacen Golau Exento;GOLAU;Buen estado PT;10;10;2167.81"
"netsuite;vonderk;2026-07-20 14:19;9316;SCL-PL-18W-CA-BL-3000;Almacén General Golau;GOLAU;Buen estado PT;146;146;2167.81"
"netsuite;vonderk;2026-07-20 14:19;9317;SCL-PL-18W-CA-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;320;320;2167.81"
"netsuite;vonderk;2026-07-20 14:19;9317;SCL-PL-18W-CA-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;40;40;2167.81"
"netsuite;vonderk;2026-07-20 14:19;9318;SCL-PL-18W-CA-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;50;50;2167.81"
"netsuite;vonderk;2026-07-20 14:19;9318;SCL-PL-18W-CA-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;480;480;2167.81"
"netsuite;vonderk;2026-07-20 14:19;9318;SCL-PL-18W-CA-BL-6000;Almacen Golau Exento;GOLAU;Buen estado PT;200;200;2167.81"
"netsuite;vonderk;2026-07-20 14:19;9320;SCL-PL-18W-CA-NG-4000;Almacén General Golau;GOLAU;Buen estado PT;400;400;2167.81"
"netsuite;vonderk;2026-07-20 14:19;9320;SCL-PL-18W-CA-NG-4000;Almacén General Golau;GOLAU;Buen estado PT;40;40;2167.81"
"netsuite;vonderk;2026-07-20 14:19;9321;SCL-PL-18W-CA-NG-6000;Almacén General Golau;GOLAU;Buen estado PT;279;279;2167.81"
"netsuite;vonderk;2026-07-20 14:19;9321;SCL-PL-18W-CA-NG-6000;Almacen Golau Exento;GOLAU;Buen estado PT;100;100;2167.81"
"netsuite;vonderk;2026-07-20 14:19;9322;SCL-PL-18W-CE-BL-3000;Almacén General Golau;GOLAU;Buen estado PT;79;79;1997.31"
"netsuite;vonderk;2026-07-20 14:19;9323;SCL-PL-18W-CE-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;280;280;1997.31"
"netsuite;vonderk;2026-07-20 14:19;9323;SCL-PL-18W-CE-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;300;300;1997.31"
"netsuite;vonderk;2026-07-20 14:19;9324;SCL-PL-18W-CE-BL-6000;Almacen Golau Exento;GOLAU;Buen estado PT;40;40;1997.31"
"netsuite;vonderk;2026-07-20 14:19;9324;SCL-PL-18W-CE-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;160;160;1997.31"
"netsuite;vonderk;2026-07-20 14:19;9324;SCL-PL-18W-CE-BL-6000;Almacen Golau Exento;GOLAU;Buen estado PT;100;100;1997.31"
"netsuite;vonderk;2026-07-20 14:19;9324;SCL-PL-18W-CE-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;200;200;1997.31"
"netsuite;vonderk;2026-07-20 14:19;9328;SCL-PL-18W-RA-BL-3000;Almacen Golau Exento;GOLAU;Buen estado PT;34;34;2058.20"
"netsuite;vonderk;2026-07-20 14:19;9328;SCL-PL-18W-RA-BL-3000;Almacén General Golau;GOLAU;Buen estado PT;10;10;2058.20"
"netsuite;vonderk;2026-07-20 14:19;9329;SCL-PL-18W-RA-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;40;40;2058.20"
"netsuite;vonderk;2026-07-20 14:19;9329;SCL-PL-18W-RA-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;279;279;2058.20"
"netsuite;vonderk;2026-07-20 14:19;9330;SCL-PL-18W-RA-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;30;30;2058.20"
"netsuite;vonderk;2026-07-20 14:19;9330;SCL-PL-18W-RA-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;280;280;2058.20"
"netsuite;vonderk;2026-07-20 14:19;9330;SCL-PL-18W-RA-BL-6000;Almacen Golau Exento;GOLAU;Buen estado PT;120;120;2058.20"
"netsuite;vonderk;2026-07-20 14:19;9330;SCL-PL-18W-RA-BL-6000;Almacen Golau Exento;GOLAU;Buen estado PT;180;180;2058.20"
"netsuite;vonderk;2026-07-20 14:19;9332;SCL-PL-18W-RA-NG-4000;Almacen Golau Exento;GOLAU;Buen estado PT;4;4;2058.20"
"netsuite;vonderk;2026-07-20 14:19;9332;SCL-PL-18W-RA-NG-4000;Almacén General Golau;GOLAU;Buen estado PT;156;156;2058.20"
"netsuite;vonderk;2026-07-20 14:19;9333;SCL-PL-18W-RA-NG-6000;Almacén General Golau;GOLAU;Buen estado PT;40;40;2058.20"
"netsuite;vonderk;2026-07-20 14:19;9333;SCL-PL-18W-RA-NG-6000;Almacen Golau Exento;GOLAU;Buen estado PT;60;60;2058.20"
"netsuite;vonderk;2026-07-20 14:19;9334;SCL-PL-18W-RE-BL-3000;Almacen Golau Exento;GOLAU;Buen estado PT;4;4;1948.59"
"netsuite;vonderk;2026-07-20 14:19;9334;SCL-PL-18W-RE-BL-3000;Almacén General Golau;GOLAU;Buen estado PT;300;300;1948.59"
"netsuite;vonderk;2026-07-20 14:19;9334;SCL-PL-18W-RE-BL-3000;Almacén General Golau;GOLAU;Buen estado PT;196;196;1948.59"
"netsuite;vonderk;2026-07-20 14:19;9335;SCL-PL-18W-RE-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;699;699;1948.59"
"netsuite;vonderk;2026-07-20 14:19;9335;SCL-PL-18W-RE-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;700;700;1948.59"
"netsuite;vonderk;2026-07-20 14:19;9336;SCL-PL-18W-RE-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;680;680;1948.59"
"netsuite;vonderk;2026-07-20 14:19;9336;SCL-PL-18W-RE-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;158;158;1948.59"
"netsuite;vonderk;2026-07-20 14:19;9336;SCL-PL-18W-RE-BL-6000;Almacen Golau Exento;GOLAU;Buen estado PT;340;340;1948.59"
"netsuite;vonderk;2026-07-20 14:19;9336;SCL-PL-18W-RE-BL-6000;Almacen Golau Exento;GOLAU;Buen estado PT;20;20;1948.59"
"netsuite;vonderk;2026-07-20 14:19;9340;SCL-PL-24W-CA-BL-3000;Almacén General Golau;GOLAU;Buen estado PT;10;10;3190.82"
"netsuite;vonderk;2026-07-20 14:19;9340;SCL-PL-24W-CA-BL-3000;Almacen Golau Exento;GOLAU;Buen estado PT;10;10;3190.82"
"netsuite;vonderk;2026-07-20 14:19;9341;SCL-PL-24W-CA-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;349;349;3190.82"
"netsuite;vonderk;2026-07-20 14:19;9342;SCL-PL-24W-CA-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;50;50;3190.82"
"netsuite;vonderk;2026-07-20 14:19;9342;SCL-PL-24W-CA-BL-6000;Almacen Golau Exento;GOLAU;Buen estado PT;80;80;3190.82"
"netsuite;vonderk;2026-07-20 14:19;9342;SCL-PL-24W-CA-BL-6000;Almacen Golau Exento;GOLAU;Buen estado PT;130;130;3190.82"
"netsuite;vonderk;2026-07-20 14:19;9344;SCL-PL-24W-CA-NG-4000;Almacén General Golau;GOLAU;Buen estado PT;40;40;3190.82"
"netsuite;vonderk;2026-07-20 14:19;9344;SCL-PL-24W-CA-NG-4000;Almacén General Golau;GOLAU;Buen estado PT;240;240;3190.82"
"netsuite;vonderk;2026-07-20 14:19;9345;SCL-PL-24W-CA-NG-6000;Almacen Golau Exento;GOLAU;Buen estado PT;40;40;3190.82"
"netsuite;vonderk;2026-07-20 14:19;9345;SCL-PL-24W-CA-NG-6000;Almacén General Golau;GOLAU;Buen estado PT;100;100;3190.82"
"netsuite;vonderk;2026-07-20 14:19;9346;SCL-PL-24W-CE-BL-3000;Almacén General Golau;GOLAU;Buen estado PT;80;80;3093.39"
"netsuite;vonderk;2026-07-20 14:19;9346;SCL-PL-24W-CE-BL-3000;Almacén General Golau;GOLAU;Buen estado PT;100;100;3093.39"
"netsuite;vonderk;2026-07-20 14:19;9347;SCL-PL-24W-CE-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;200;200;3093.39"
"netsuite;vonderk;2026-07-20 14:19;9347;SCL-PL-24W-CE-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;300;300;3093.39"
"netsuite;vonderk;2026-07-20 14:19;9348;SCL-PL-24W-CE-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;160;160;3093.39"
"netsuite;vonderk;2026-07-20 14:19;9348;SCL-PL-24W-CE-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;300;300;3093.39"
"netsuite;vonderk;2026-07-20 14:19;9348;SCL-PL-24W-CE-BL-6000;Almacen Golau Exento;GOLAU;Buen estado PT;60;60;3093.39"
"netsuite;vonderk;2026-07-20 14:19;9352;SCL-PL-24W-RA-BL-3000;Almacen Golau Exento;GOLAU;Buen estado PT;4;4;3081.21"
"netsuite;vonderk;2026-07-20 14:19;9352;SCL-PL-24W-RA-BL-3000;Almacén General Golau;GOLAU;Buen estado PT;46;46;3081.21"
"netsuite;vonderk;2026-07-20 14:19;9352;SCL-PL-24W-RA-BL-3000;Almacen Golau Exento;GOLAU;Buen estado PT;6;6;3081.21"
"netsuite;vonderk;2026-07-20 14:19;9353;SCL-PL-24W-RA-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;229;229;3081.21"
"netsuite;vonderk;2026-07-20 14:19;9353;SCL-PL-24W-RA-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;300;300;3081.21"
"netsuite;vonderk;2026-07-20 14:19;9353;SCL-PL-24W-RA-BL-4000;Almacen Golau Exento;GOLAU;Buen estado PT;20;20;3081.21"
"netsuite;vonderk;2026-07-20 14:19;9354;SCL-PL-24W-RA-BL-6000;Almacen Golau Exento;GOLAU;Buen estado PT;80;80;3081.21"
"netsuite;vonderk;2026-07-20 14:19;9354;SCL-PL-24W-RA-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;60;60;3081.21"
"netsuite;vonderk;2026-07-20 14:19;9354;SCL-PL-24W-RA-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;160;160;3081.21"
"netsuite;vonderk;2026-07-20 14:19;9354;SCL-PL-24W-RA-BL-6000;Almacen Golau Exento;GOLAU;Buen estado PT;140;140;3081.21"
"netsuite;vonderk;2026-07-20 14:19;9356;SCL-PL-24W-RA-NG-4000;Almacén General Golau;GOLAU;Buen estado PT;140;140;3081.21"
"netsuite;vonderk;2026-07-20 14:19;9357;SCL-PL-24W-RA-NG-6000;Almacén General Golau;GOLAU;Buen estado PT;60;60;3081.21"
"netsuite;vonderk;2026-07-20 14:19;9357;SCL-PL-24W-RA-NG-6000;Almacen Golau Exento;GOLAU;Buen estado PT;20;20;3081.21"
"netsuite;vonderk;2026-07-20 14:19;9358;SCL-PL-24W-RE-BL-3000;Almacén General Golau;GOLAU;Buen estado PT;100;100;2995.96"
"netsuite;vonderk;2026-07-20 14:19;9358;SCL-PL-24W-RE-BL-3000;Almacén General Golau;GOLAU;Buen estado PT;100;100;2995.96"
"netsuite;vonderk;2026-07-20 14:19;9359;SCL-PL-24W-RE-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;600;600;2995.96"
"netsuite;vonderk;2026-07-20 14:19;9359;SCL-PL-24W-RE-BL-4000;Almacén General Golau;GOLAU;Buen estado PT;300;300;2995.96"
"netsuite;vonderk;2026-07-20 14:19;9360;SCL-PL-24W-RE-BL-6000;Almacén General Golau;GOLAU;Buen estado PT;40;40;2995.96"
"netsuite;vonderk;2026-07-20 14:19;9360;SCL-PL-24W-RE-BL-6000;Almacen Golau Exento;GOLAU;Buen estado PT;200;200;2995.96"
"netsuite;vonderk;2026-07-20 14:19;9364;SCL-PL-6W-CA-BL-3000;Almacén General Golau;GOLAU;Buen estado PT;50;50;1120.44"
