source_system;client_id;snapshot_ts;item_internal_id;item_name;location;subsidiary;stock_status;quantity_on_hand;quantity_available;average_cost
netsuite;vonderk;2026-06-08 15:43;8388;CS- TED LR;Almacén General Mentrau;MENTRAU;Good;1;1;55012.78529
netsuite;vonderk;2026-06-08 15:43;8388;CS- TED LR;Almacen Mentrau Exento;MENTRAU;Good;7;7;55012.78529
netsuite;vonderk;2026-06-08 15:43;8388;CS- TED LR;Showroom Mentrau;MENTRAU;Buen estado Otros;9;9;55012.78529
netsuite;vonderk;2026-06-08 15:43;12131;CS-ACTUADOR PUSH-4CH;Almacén General Mentrau;MENTRAU;Good;5;5;40194.72153
netsuite;vonderk;2026-06-08 15:43;12131;CS-ACTUADOR PUSH-4CH;Almacén General Mentrau;MENTRAU;Good;35;35;40194.72153
netsuite;vonderk;2026-06-08 15:43;12131;CS-ACTUADOR PUSH-4CH;Almacen Mentrau Exento;MENTRAU;Good;15;15;40194.72153
netsuite;vonderk;2026-06-08 15:43;12131;CS-ACTUADOR PUSH-4CH;Almacen Mentrau Exento;MENTRAU;Buen estado PT;3;3;40194.72153
netsuite;vonderk;2026-06-08 15:43;12131;CS-ACTUADOR PUSH-4CH;Showroom Mentrau;MENTRAU;Buen estado PT;1;1;40194.72153
netsuite;vonderk;2026-06-08 15:43;7496;CS-ASD;Almacén General Mentrau;MENTRAU;Good;10;10;50237.14
netsuite;vonderk;2026-06-08 15:43;7496;CS-ASD;Almacén General Mentrau;MENTRAU;Good;1;1;50237.14
netsuite;vonderk;2026-06-08 15:43;7496;CS-ASD;Producción Mentrau;MENTRAU;En inspección;4;4;50237.14
netsuite;vonderk;2026-06-08 15:43;7496;CS-ASD;Producción Mentrau;MENTRAU;En inspección;1;1;50237.14
netsuite;vonderk;2026-06-08 15:43;7496;CS-ASD;Producción Mentrau;MENTRAU;En inspección;1;1;50237.14
netsuite;vonderk;2026-06-08 15:43;7496;CS-ASD;Producción Mentrau;MENTRAU;En inspección;6;6;50237.14
netsuite;vonderk;2026-06-08 15:43;7496;CS-ASD;Showroom Mentrau;MENTRAU;Buen estado Otros;3;3;50237.14
netsuite;vonderk;2026-06-08 15:43;7496;CS-ASD;Showroom Mentrau;MENTRAU;Buen estado Otros;7;7;50237.14
netsuite;vonderk;2026-06-08 15:43;7496;CS-ASD;Showroom Mentrau;MENTRAU;Buen estado Otros;14;14;50237.14
netsuite;vonderk;2026-06-08 15:43;7496;CS-ASD;Showroom Mentrau;MENTRAU;Buen estado Otros;7;7;50237.14
netsuite;vonderk;2026-06-08 15:43;7596;CS-ASD LR;Almacén General Mentrau;MENTRAU;Good;1;1;57921.9
netsuite;vonderk;2026-06-08 15:43;7596;CS-ASD LR;Almacén General Mentrau;MENTRAU;Good;24;24;57921.9
netsuite;vonderk;2026-06-08 15:43;7596;CS-ASD LR;Producción Mentrau;MENTRAU;En inspección;1;1;57921.9
netsuite;vonderk;2026-06-08 15:43;7596;CS-ASD LR;Almacén General Mentrau;MENTRAU;Dañado;1;1;57921.9
netsuite;vonderk;2026-06-08 15:43;7596;CS-ASD LR;Almacen Mentrau Exento;MENTRAU;Buen estado PT;2;2;57921.9
netsuite;vonderk;2026-06-08 15:43;7596;CS-ASD LR;Showroom Mentrau;MENTRAU;Buen estado Otros;13;13;57921.9
netsuite;vonderk;2026-06-08 15:43;12392;CS-ASD PRO;Almacen Mentrau Exento;MENTRAU;Good;1;1;52143.84
netsuite;vonderk;2026-06-08 15:43;12392;CS-ASD PRO;Almacén General Mentrau;MENTRAU;Good;45;45;52143.84
netsuite;vonderk;2026-06-08 15:43;12392;CS-ASD PRO;Almacen Mentrau Exento;MENTRAU;Buen estado PT;1;1;52143.84
netsuite;vonderk;2026-06-08 15:43;12392;CS-ASD PRO;Showroom Mentrau;MENTRAU;Buen estado PT;1;1;52143.84
netsuite;vonderk;2026-06-08 15:43;7696;CS-ASR;Almacén General Mentrau;MENTRAU;Good;18;18;53768.96
netsuite;vonderk;2026-06-08 15:43;7696;CS-ASR;Producción Mentrau;MENTRAU;En inspección;1;1;53768.96
netsuite;vonderk;2026-06-08 15:43;7696;CS-ASR;Producción Mentrau;MENTRAU;En inspección;1;1;53768.96
netsuite;vonderk;2026-06-08 15:43;7696;CS-ASR;Showroom Mentrau;MENTRAU;Buen estado Otros;3;3;53768.96
netsuite;vonderk;2026-06-08 15:43;8371;CS-CASAROLLO;Almacén General Mentrau;MENTRAU;Buen estado Otros;1;1;138155.17
netsuite;vonderk;2026-06-08 15:43;11091;CS-CASDMX;Almacén General Mentrau;MENTRAU;Good;2;2;109.61
netsuite;vonderk;2026-06-08 15:43;8372;CS-CEDRPLR;Almacén General Mentrau;MENTRAU;Good;7;7;171378.67
netsuite;vonderk;2026-06-08 15:43;8373;CS-CEFL;Almacén General Mentrau;MENTRAU;Good;12;12;138142.99
netsuite;vonderk;2026-06-08 15:43;8373;CS-CEFL;Almacén General Mentrau;MENTRAU;Good;1;1;138142.99
netsuite;vonderk;2026-06-08 15:43;8374;CS-CEFL HYT BASE;Almacén General Mentrau;MENTRAU;Good;1;1;6454.71
netsuite;vonderk;2026-06-08 15:43;8374;CS-CEFL HYT BASE;Almacén General Mentrau;MENTRAU;Good;294;294;6454.71
netsuite;vonderk;2026-06-08 15:43;8374;CS-CEFL HYT BASE;Almacen Mentrau Exento;MENTRAU;Buen estado PT;1;1;6454.71
netsuite;vonderk;2026-06-08 15:43;8375;CS-CEFL HYT SENSOR;Almacén General Mentrau;MENTRAU;Good;39;39;73133.09
netsuite;vonderk;2026-06-08 15:43;8375;CS-CEFL HYT SENSOR;Almacén General Mentrau;MENTRAU;Good;1;1;73133.09
netsuite;vonderk;2026-06-08 15:43;8375;CS-CEFL HYT SENSOR;Almacen Mentrau Exento;MENTRAU;Buen estado PT;1;1;73133.09
netsuite;vonderk;2026-06-08 15:43;8376;CS-CESO;Almacén General Mentrau;MENTRAU;Good;6;6;9000.06
netsuite;vonderk;2026-06-08 15:43;8376;CS-CESO;Almacén General Mentrau;MENTRAU;Good;1;1;9000.06
netsuite;vonderk;2026-06-08 15:43;8377;CS-CGW-001 PSU-GATEWAY CASAMBI;Almacén General Mentrau;MENTRAU;Good;19;19;463679.65
netsuite;vonderk;2026-06-08 15:43;8377;CS-CGW-001 PSU-GATEWAY CASAMBI;Almacen Mentrau Exento;MENTRAU;Good;1;1;463679.65
netsuite;vonderk;2026-06-08 15:43;8377;CS-CGW-001 PSU-GATEWAY CASAMBI;Showroom Mentrau;MENTRAU;Buen estado Otros;1;1;463679.65
netsuite;vonderk;2026-06-08 15:43;8378;CS-DCS;Almacén General Mentrau;MENTRAU;Good;10;10;50127.53
netsuite;vonderk;2026-06-08 15:43;8378;CS-DCS;Almacen Mentrau Exento;MENTRAU;Buen estado PT;1;1;50127.53
netsuite;vonderk;2026-06-08 15:43;8378;CS-DCS;Showroom Mentrau;MENTRAU;Buen estado Otros;1;1;50127.53
netsuite;vonderk;2026-06-08 15:43;12136;CS-DV-15W-100-700-1CH;Almacén General Mentrau;MENTRAU;Good;1;1;46450.215
netsuite;vonderk;2026-06-08 15:43;12136;CS-DV-15W-100-700-1CH;Showroom Mentrau;MENTRAU;Buen estado PT;1;1;46450.215
netsuite;vonderk;2026-06-08 15:43;12136;CS-DV-15W-100-700-1CH;Almacen Mentrau Exento;MENTRAU;Buen estado PT;2;2;46450.215
netsuite;vonderk;2026-06-08 15:43;12134;CS-DV-25W-250-700-1CH;Almacén General Mentrau;MENTRAU;Good;14;14;44039.83818
netsuite;vonderk;2026-06-08 15:43;12134;CS-DV-25W-250-700-1CH;Almacén General Mentrau;MENTRAU;Good;49;49;44039.83818
netsuite;vonderk;2026-06-08 15:43;12134;CS-DV-25W-250-700-1CH;Showroom Mentrau;MENTRAU;Buen estado PT;12;12;44039.83818
netsuite;vonderk;2026-06-08 15:43;12134;CS-DV-25W-250-700-1CH;Almacen Mentrau Exento;MENTRAU;Buen estado PT;2;2;44039.83818
netsuite;vonderk;2026-06-08 15:43;12135;CS-DV-36W-350-1050-2CH;Almacén General Mentrau;MENTRAU;Good;2;2;51125.0775
netsuite;vonderk;2026-06-08 15:43;12135;CS-DV-36W-350-1050-2CH;Showroom Mentrau;MENTRAU;Buen estado PT;1;1;51125.0775
netsuite;vonderk;2026-06-08 15:43;12135;CS-DV-36W-350-1050-2CH;Almacen Mentrau Exento;MENTRAU;Buen estado PT;1;1;51125.0775
netsuite;vonderk;2026-06-08 15:43;8379;CS-GATEWAY-329L4;Almacén General Mentrau;MENTRAU;Good;41;41;211093.41
netsuite;vonderk;2026-06-08 15:43;8379;CS-GATEWAY-329L4;Almacen Mentrau Exento;MENTRAU;Buen estado PT;1;1;211093.41
netsuite;vonderk;2026-06-08 15:43;8380;CS-GATEWAY-329Q;Almacén General Mentrau;MENTRAU;Good;1;1;197294.94
netsuite;vonderk;2026-06-08 15:43;8380;CS-GATEWAY-329Q;Almacén General Mentrau;MENTRAU;Good;25;25;197294.94
netsuite;vonderk;2026-06-08 15:43;8380;CS-GATEWAY-329Q;Almacén General Mentrau;MENTRAU;Good;3;3;197294.94
netsuite;vonderk;2026-06-08 15:43;8380;CS-GATEWAY-329Q;Producción Mentrau;MENTRAU;En inspección;1;1;197294.94
netsuite;vonderk;2026-06-08 15:43;8380;CS-GATEWAY-329Q;Producción Mentrau;MENTRAU;En inspección;1;1;197294.94
netsuite;vonderk;2026-06-08 15:43;8382;CS-MAIN CORTINA;Almacén General Mentrau;MENTRAU;Good;1;1;130129.41
netsuite;vonderk;2026-06-08 15:43;8382;CS-MAIN CORTINA;Almacén General Mentrau;MENTRAU;Good;18;18;130129.41
netsuite;vonderk;2026-06-08 15:43;8382;CS-MAIN CORTINA;Producción Mentrau;MENTRAU;En inspección;1;1;130129.41
netsuite;vonderk;2026-06-08 15:43;8382;CS-MAIN CORTINA;Producción Mentrau;MENTRAU;Buen estado Otros;2;2;130129.41
netsuite;vonderk;2026-06-08 15:43;12130;CS-MAIN CORTINA MINI;Almacén General Mentrau;MENTRAU;Good;50;50;39890.03638
netsuite;vonderk;2026-06-08 15:43;12130;CS-MAIN CORTINA MINI;Almacén General Mentrau;MENTRAU;Good;16;16;39890.03638
netsuite;vonderk;2026-06-08 15:43;12130;CS-MAIN CORTINA MINI;Almacen Mentrau Exento;MENTRAU;Buen estado PT;2;2;39890.03638
netsuite;vonderk;2026-06-08 15:43;12130;CS-MAIN CORTINA MINI;Showroom Mentrau;MENTRAU;Buen estado PT;1;1;39890.03638
netsuite;vonderk;2026-06-08 15:43;8383;CS-MAIN RELAY 16A;Almacén General Mentrau;MENTRAU;Good;49;49;130129.41
netsuite;vonderk;2026-06-08 15:43;8383;CS-MAIN RELAY 16A;Producción Mentrau;MENTRAU;En inspección;1;1;130129.41
netsuite;vonderk;2026-06-08 15:43;8383;CS-MAIN RELAY 16A;Almacen Mentrau Exento;MENTRAU;Buen estado PT;1;1;130129.41
netsuite;vonderk;2026-06-08 15:43;8383;CS-MAIN RELAY 16A;Showroom Mentrau;MENTRAU;Buen estado Otros;1;1;130129.41
netsuite;vonderk;2026-06-08 15:43;12126;CS-PIR SENSOR;Almacen Mentrau Exento;MENTRAU;Buen estado PT;2;2;39388.20667
netsuite;vonderk;2026-06-08 15:43;12126;CS-PIR SENSOR;Showroom Mentrau;MENTRAU;Buen estado PT;1;1;39388.20667
netsuite;vonderk;2026-06-08 15:43;8384;CS-PWM4;Almacén General Mentrau;MENTRAU;Good;1;1;55242.58
netsuite;vonderk;2026-06-08 15:43;8384;CS-PWM4;Producción Mentrau;MENTRAU;En inspección;3;3;55242.58
netsuite;vonderk;2026-06-08 15:43;8384;CS-PWM4;Producción Mentrau;MENTRAU;En inspección;3;3;55242.58
netsuite;vonderk;2026-06-08 15:43;8384;CS-PWM4;Producción Mentrau;MENTRAU;En inspección;7;7;55242.58
netsuite;vonderk;2026-06-08 15:43;8384;CS-PWM4;Almacen Mentrau Exento;MENTRAU;Buen estado PT;1;1;55242.58
netsuite;vonderk;2026-06-08 15:43;8384;CS-PWM4;Showroom Mentrau;MENTRAU;Buen estado Otros;7;7;55242.58
netsuite;vonderk;2026-06-08 15:43;8384;CS-PWM4;Showroom Mentrau;MENTRAU;Buen estado Otros;4;4;55242.58
netsuite;vonderk;2026-06-08 15:43;8384;CS-PWM4;Showroom Mentrau;MENTRAU;Buen estado Otros;1;1;55242.58
netsuite;vonderk;2026-06-08 15:43;8384;CS-PWM4;Showroom Mentrau;MENTRAU;Buen estado Otros;6;6;55242.58
netsuite;vonderk;2026-06-08 15:43;8384;CS-PWM4;Showroom Mentrau;MENTRAU;Buen estado Otros;1;1;55242.58
netsuite;vonderk;2026-06-08 15:43;8384;CS-PWM4;Almacen Mentrau Exento;MENTRAU;Buen estado Otros;1;1;55242.58
netsuite;vonderk;2026-06-08 15:43;8385;CS-PWM4 LR;Almacén General Mentrau;MENTRAU;Good;7;7;57825.64521
netsuite;vonderk;2026-06-08 15:43;8385;CS-PWM4 LR;Almacen Mentrau Exento;MENTRAU;Good;5;5;57825.64521
netsuite;vonderk;2026-06-08 15:43;8385;CS-PWM4 LR;Almacén General Mentrau;MENTRAU;Good;3;3;57825.64521
netsuite;vonderk;2026-06-08 15:43;8385;CS-PWM4 LR;Showroom Mentrau;MENTRAU;Buen estado PT;6;6;57825.64521
netsuite;vonderk;2026-06-08 15:43;8385;CS-PWM4 LR;Almacen Mentrau Exento;MENTRAU;Buen estado PT;12;12;57825.64521
netsuite;vonderk;2026-06-08 15:43;8385;CS-PWM4 LR;Almacen Mentrau Exento;MENTRAU;Buen estado PT;15;15;57825.64521
netsuite;vonderk;2026-06-08 15:43;11838;CS-PWM5;Almacén General Mentrau;MENTRAU;Good;133;133;45776.3158
netsuite;vonderk;2026-06-08 15:43;11838;CS-PWM5;Almacen Mentrau Exento;MENTRAU;Buen estado PT;35;35;45776.3158
netsuite;vonderk;2026-06-08 15:43;11838;CS-PWM5;Showroom Mentrau;MENTRAU;Buen estado PT;1;1;45776.3158
netsuite;vonderk;2026-06-08 15:43;12132;CS-RELAY MINI-2CH;Almacén General Mentrau;MENTRAU;Good;32;32;40211.66354
netsuite;vonderk;2026-06-08 15:43;12132;CS-RELAY MINI-2CH;Showroom Mentrau;MENTRAU;Buen estado PT;2;2;40211.66354
netsuite;vonderk;2026-06-08 15:43;12132;CS-RELAY MINI-2CH;Almacen Mentrau Exento;MENTRAU;Buen estado PT;8;8;40211.66354
netsuite;vonderk;2026-06-08 15:43;12132;CS-RELAY MINI-2CH;Almacen Mentrau Exento;MENTRAU;Buen estado PT;6;6;40211.66354
netsuite;vonderk;2026-06-08 15:43;8387;CS-TED;Producción Mentrau;MENTRAU;En inspección;3;3;43818.96
netsuite;vonderk;2026-06-08 15:43;8387;CS-TED;Producción Mentrau;MENTRAU;En inspección;5;5;43818.96
netsuite;vonderk;2026-06-08 15:43;8387;CS-TED;Almacen Mentrau Exento;MENTRAU;Buen estado PT;9;9;43818.96
netsuite;vonderk;2026-06-08 15:43;8387;CS-TED;Showroom Mentrau;MENTRAU;Buen estado Otros;1;1;43818.96
netsuite;vonderk;2026-06-08 15:43;8387;CS-TED;Showroom Mentrau;MENTRAU;Buen estado Otros;3;3;43818.96
netsuite;vonderk;2026-06-08 15:43;8387;CS-TED;Showroom Mentrau;MENTRAU;Buen estado Otros;10;10;43818.96
netsuite;vonderk;2026-06-08 15:43;12296;CS-TED LR;Almacén General Mentrau;MENTRAU;Dañado;1;1;
netsuite;vonderk;2026-06-08 15:43;12127;CS-TED MINI;Almacén General Mentrau;MENTRAU;Good;81;81;42646.19156
netsuite;vonderk;2026-06-08 15:43;12127;CS-TED MINI;Almacen Mentrau Exento;MENTRAU;Buen estado PT;20;20;42646.19156
netsuite;vonderk;2026-06-08 15:43;12127;CS-TED MINI;Showroom Mentrau;MENTRAU;Buen estado PT;1;1;42646.19156
netsuite;vonderk;2026-06-08 15:43;12127;CS-TED MINI;Almacen Mentrau Exento;MENTRAU;Buen estado PT;7;7;42646.19156
netsuite;vonderk;2026-06-08 15:43;12128;CS-XPRESS ROND;Almacén General Mentrau;MENTRAU;Good;26;26;52674.59639
netsuite;vonderk;2026-06-08 15:43;12128;CS-XPRESS ROND;Showroom Mentrau;MENTRAU;Buen estado PT;1;1;52674.59639
netsuite;vonderk;2026-06-08 15:43;12128;CS-XPRESS ROND;Almacen Mentrau Exento;MENTRAU;Buen estado PT;2;2;52674.59639
netsuite;vonderk;2026-06-08 15:43;12128;CS-XPRESS ROND;Almacen Mentrau Exento;MENTRAU;Buen estado PT;6;6;52674.59639
netsuite;vonderk;2026-06-08 15:43;12128;CS-XPRESS ROND;Showroom Mentrau;MENTRAU;Buen estado PT;1;1;52674.59639
netsuite;vonderk;2026-06-08 15:43;12129;CS-XPRESS ROND BASE DESK;Almacén General Mentrau;MENTRAU;Good;50;50;8909.583889
netsuite;vonderk;2026-06-08 15:43;12129;CS-XPRESS ROND BASE DESK;Almacen Mentrau Exento;MENTRAU;Buen estado PT;1;1;8909.583889
netsuite;vonderk;2026-06-08 15:43;12129;CS-XPRESS ROND BASE DESK;Showroom Mentrau;MENTRAU;Buen estado PT;1;1;8909.583889
netsuite;vonderk;2026-06-08 15:43;12129;CS-XPRESS ROND BASE DESK;Almacen Mentrau Exento;MENTRAU;Buen estado PT;2;2;8909.583889
netsuite;vonderk;2026-06-08 15:43;8391;CS-XPRESS-W;Showroom Mentrau;MENTRAU;Buen estado Otros;4;4;124916.93
netsuite;vonderk;2026-06-08 15:43;8392;CS-XPRESS-W LR;Almacén General Mentrau;MENTRAU;Good;43;43;148199.1089
netsuite;vonderk;2026-06-08 15:43;8392;CS-XPRESS-W LR;Showroom Mentrau;MENTRAU;Buen estado PT;1;1;148199.1089
netsuite;vonderk;2026-06-08 15:43;11839;CS-150W-24V;Almacén General Mentrau;MENTRAU;Good;50;50;55507.56849
netsuite;vonderk;2026-06-08 15:43;11839;CS-150W-24V;Showroom Mentrau;MENTRAU;Buen estado PT;1;1;55507.56849
netsuite;vonderk;2026-06-08 15:43;11839;CS-150W-24V;Almacen Mentrau Exento;MENTRAU;Buen estado PT;2;2;55507.56849
netsuite;vonderk;2026-06-08 15:43;12133;CS-150W-24V-1CH;Almacén General Mentrau;MENTRAU;Good;11;11;69923.99571
netsuite;vonderk;2026-06-08 15:43;12133;CS-150W-24V-1CH;Showroom Mentrau;MENTRAU;Buen estado PT;1;1;69923.99571
netsuite;vonderk;2026-06-08 15:43;12133;CS-150W-24V-1CH;Almacen Mentrau Exento;MENTRAU;Buen estado PT;2;2;69923.99571
netsuite;vonderk;2026-06-08 15:43;8398;HYL-150-24-TRIAC;Almacén General Mentrau;MENTRAU;Good;1;1;26622.64
netsuite;vonderk;2026-06-08 15:43;8398;HYL-150-24-TRIAC;Showroom Mentrau;MENTRAU;Buen estado Otros;1;1;26622.64
netsuite;vonderk;2026-06-08 15:43;8399;HYL-75-24-TRIAC;Almacén General Golau;GOLAU;Buen estado PT;4;4;17866.15
netsuite;vonderk;2026-06-08 15:43;8399;HYL-75-24-TRIAC;Showroom Mentrau;MENTRAU;Buen estado Otros;1;1;17866.15
netsuite;vonderk;2026-06-08 15:43;8400;HYL-80-24-SLIM;Almacén General Mentrau;MENTRAU;Good;153;153;10534.58
netsuite;vonderk;2026-06-08 15:43;8400;HYL-80-24-SLIM;Almacén General Mentrau;MENTRAU;Good;85;85;10534.58
netsuite;vonderk;2026-06-08 15:43;8400;HYL-80-24-SLIM;Almacen Mentrau Exento;MENTRAU;Buen estado PT;3;3;10534.58
netsuite;vonderk;2026-06-08 15:43;8400;HYL-80-24-SLIM;Almacen Mentrau Exento;MENTRAU;Buen estado PT;69;69;10534.58
netsuite;vonderk;2026-06-08 15:43;12073;INS-ALLEN M5x15-BOTON;Producción Mentrau;MENTRAU;Buen estado PT;35;35;50.06828571
netsuite;vonderk;2026-06-08 15:43;12072;INS-ALLEN M5x5-GUSANO;Producción Mentrau;MENTRAU;En producción;170;170;81.71
netsuite;vonderk;2026-06-08 15:43;12074;INS-ALLEN M5x8-GUSANO;Producción Mentrau;MENTRAU;En producción;970;970;38.61
netsuite;vonderk;2026-06-08 15:43;12466;INS-ARANDELA Ø10;Producción Mentrau;MENTRAU;Buen estado PT;57;57;6.33
netsuite;vonderk;2026-06-08 15:43;7801;INS-ARAN-PLA-532;Producción Mentrau;MENTRAU;En producción;600;600;24.36
netsuite;vonderk;2026-06-08 15:43;8285;INS-CABLE-MULTIF-0.35MM-BLANCO;Producción Mentrau;MENTRAU;En producción;580;580;146.14
netsuite;vonderk;2026-06-08 15:43;8286;INS-CABLE-MULTIF-0.35MM-NEGRO;Producción Mentrau;MENTRAU;En producción;345;345;353.18
netsuite;vonderk;2026-06-08 15:43;8287;INS-CABLE-MULTIF-0.35MM-ROJO;Producción Mentrau;MENTRAU;En producción;155;155;353.18
netsuite;vonderk;2026-06-08 15:43;8294;INS-CABLE-MULTIF-0.75MM-VERDE;Producción Mentrau;MENTRAU;Buen estado PT;96.4;96.4;225.1326923
netsuite;vonderk;2026-06-08 15:43;8294;INS-CABLE-MULTIF-0.75MM-VERDE;Producción Mentrau;MENTRAU;Buen estado PT;2.4;2.4;225.1326923
netsuite;vonderk;2026-06-08 15:43;8295;INS-CABLE-RGB-4X025;Producción Mentrau;MENTRAU;En producción;400;400;2000
netsuite;vonderk;2026-06-08 15:43;8296;INS-CABLE-RGB-4X050;Producción Mentrau;MENTRAU;En producción;100;100;2350.49
netsuite;vonderk;2026-06-08 15:43;11439;INS-CABLE-TALLER-2X0.35MM-NG;Almacen Mentrau Exento;MENTRAU;En producción;29.85;29.85;273.5600032
netsuite;vonderk;2026-06-08 15:43;11439;INS-CABLE-TALLER-2X0.35MM-NG;Producción Mentrau;MENTRAU;En producción;591.95;591.95;273.5600032
netsuite;vonderk;2026-06-08 15:43;12083;INS-CABLE-TEXTIL-BL;Producción Mentrau;MENTRAU;Buen estado PT;20;20;1057.851
netsuite;vonderk;2026-06-08 15:43;8306;INS-CABLE-TEXTIL-NG;Producción Mentrau;MENTRAU;En producción;137.8;137.8;1193.509982
netsuite;vonderk;2026-06-08 15:43;8306;INS-CABLE-TEXTIL-NG;Almacén General Mentrau;MENTRAU;Buen estado PT;298.6;298.6;1193.509982
netsuite;vonderk;2026-06-08 15:43;8306;INS-CABLE-TEXTIL-NG;Almacen Mentrau Exento;MENTRAU;Buen estado PT;1.4;1.4;1193.509982
netsuite;vonderk;2026-06-08 15:43;12457;INS-CAJA 150x150x200H SIMPLE;Almacén General Mentrau;MENTRAU;Buen estado PT;76;76;252.9355263
netsuite;vonderk;2026-06-08 15:43;12456;INS-CAJA 400x400x300H SIMPLE;Producción Mentrau;MENTRAU;Buen estado PT;52;52;664.4753846
netsuite;vonderk;2026-06-08 15:43;7815;INS-CAJA-85X65X10 GROW;Almacén General Golau;GOLAU;En producción;745;745;180
netsuite;vonderk;2026-06-08 15:43;7817;INS-CHAPA-LINEA D-BL;Producción Mentrau;MENTRAU;En producción;2350;2350;100
netsuite;vonderk;2026-06-08 15:43;11799;INS-CHIP LED-PL12;Almacén General Mentrau;MENTRAU;Buen estado Otros;7;7;445.5
netsuite;vonderk;2026-06-08 15:43;11798;INS-CHIP LED-32-64-96W-PL16;Almacen Mentrau Exento;MENTRAU;Buen estado Otros;2;2;635.9375
netsuite;vonderk;2026-06-08 15:43;11798;INS-CHIP LED-32-64-96W-PL16;Almacén General Mentrau;MENTRAU;Buen estado Otros;26;26;635.9375
netsuite;vonderk;2026-06-08 15:43;12468;INS-CINTA POLIMERO-VK LN;Producción Mentrau;MENTRAU;Buen estado PT;27;27;120
netsuite;vonderk;2026-06-08 15:43;8412;INS-CONECTOR-GROWX3;Almacén General Golau;GOLAU;En producción;3;3;4445.23
netsuite;vonderk;2026-06-08 15:43;8412;INS-CONECTOR-GROWX3;Almacén General Golau;GOLAU;Buen estado Otros;491;491;4445.23
netsuite;vonderk;2026-06-08 15:43;8413;INS-CONECTOR-GROWX4;Almacén General Golau;GOLAU;Buen estado Otros;294;294;5602.2
netsuite;vonderk;2026-06-08 15:43;8415;INS-CT-RGB;Almacén General Mentrau;MENTRAU;Buen estado Otros;90;90;730.72
netsuite;vonderk;2026-06-08 15:43;8416;INS-CT-RGBW;Producción Mentrau;MENTRAU;En producción;69;69;750
netsuite;vonderk;2026-06-08 15:43;8414;INS-CT-5;Producción Mentrau;MENTRAU;En producción;128;128;341
netsuite;vonderk;2026-06-08 15:43;7819;INS-DADO-SETH-NG;Producción Mentrau;MENTRAU;En producción;8;8;7039.29
netsuite;vonderk;2026-06-08 15:43;7819;INS-DADO-SETH-NG;Almacén General Mentrau;MENTRAU;Buen estado Otros;133;133;7039.29
netsuite;vonderk;2026-06-08 15:43;8264;INS-DADO-SETH-NG2;Almacén General Mentrau;MENTRAU;Buen estado PT;300;300;3117.75
netsuite;vonderk;2026-06-08 15:43;8417;INS-DIMMER HS;Almacén General Golau;GOLAU;En producción;11;11;4640.08
netsuite;vonderk;2026-06-08 15:43;8417;INS-DIMMER HS;Almacén General Tds;TDS;Buen estado PT;2;2;4640.08
netsuite;vonderk;2026-06-08 15:43;8417;INS-DIMMER HS;Almacén General Mentrau;MENTRAU;Buen estado PT;1;1;4640.08
netsuite;vonderk;2026-06-08 15:43;8417;INS-DIMMER HS;Almacén General Mentrau;MENTRAU;Buen estado PT;1000;1000;4640.08
netsuite;vonderk;2026-06-08 15:43;8417;INS-DIMMER HS;Almacén General Golau;GOLAU;Buen estado Otros;919;919;4640.08
netsuite;vonderk;2026-06-08 15:43;8417;INS-DIMMER HS;Almacén General Golau;GOLAU;Buen estado Otros;22;22;4640.08
netsuite;vonderk;2026-06-08 15:43;8417;INS-DIMMER HS;Almacén General Golau;GOLAU;Buen estado Otros;83;83;4640.08
netsuite;vonderk;2026-06-08 15:43;8418;INS-DIMMER ST;Almacén General Golau;GOLAU;En producción;1;1;2788.92
netsuite;vonderk;2026-06-08 15:43;8418;INS-DIMMER ST;Almacén General Golau;GOLAU;Buen estado Otros;1;1;2788.92
netsuite;vonderk;2026-06-08 15:43;8418;INS-DIMMER ST;Almacén General Golau;GOLAU;Buen estado Otros;498;498;2788.92
netsuite;vonderk;2026-06-08 15:43;11969;INS-DVHS-18W230;Almacén General Mentrau;MENTRAU;Buen estado Otros;2;2;1368.125
netsuite;vonderk;2026-06-08 15:43;11796;INS-DVHS-32W230;Producción Mentrau;MENTRAU;Buen estado Otros;1;1;1369.5
netsuite;vonderk;2026-06-08 15:43;11796;INS-DVHS-32W230;Almacen Mentrau Exento;MENTRAU;Buen estado Otros;4;4;1369.5
netsuite;vonderk;2026-06-08 15:43;11797;INS-DVHS-64W230;Almacen Mentrau Exento;MENTRAU;Buen estado Otros;1;1;2743.12
netsuite;vonderk;2026-06-08 15:43;8482;INS-DV-SPOTK10-220;Producción Mentrau;MENTRAU;En producción;33;33;219.22
netsuite;vonderk;2026-06-08 15:43;8482;INS-DV-SPOTK10-220;Producción Mentrau;MENTRAU;En producción;6;6;219.22
netsuite;vonderk;2026-06-08 15:43;8482;INS-DV-SPOTK10-220;Almacén General Mentrau;MENTRAU;Buen estado Otros;92;92;219.22
netsuite;vonderk;2026-06-08 15:43;8483;INS-DV-SPOTK10-24;Producción Mentrau;MENTRAU;En producción;1;1;219.22
netsuite;vonderk;2026-06-08 15:43;8483;INS-DV-SPOTK10-24;Almacén General Mentrau;MENTRAU;Buen estado Otros;10;10;219.22
netsuite;vonderk;2026-06-08 15:43;8484;INS-DV-SPOTK20-220;Producción Mentrau;MENTRAU;En producción;55;55;219.22
