source_system;client_id;snapshot_ts;invoice_internal_id;customer_id;document_number;invoice_date;due_date;posting_period;document_type;document_status; currency_id;exchange_rate;subsidiary_id;payment_terms;amount_total;amount_tax;amount_net;amount_paid;open_balance;last_modified_ts
netsuite;vonderk;2026-06-08 15:42;323734;13725;MEX-9900021937;8/6/2026;15/6/2026;jun 2026;Factura de venta;Pagado por completo;1;1;11;PLAZO 7 DIAS;0.00 ;0.00 ;0;0.00 ;0.00 ;
netsuite;vonderk;2026-06-08 15:42;323739;3720;MEX-9900021938;8/6/2026;15/6/2026;jun 2026;Factura de venta;Pagado por completo;1;1;11;PLAZO 7 DIAS;0.00 ;0.00 ;0;0.00 ;0.00 ;
netsuite;vonderk;2026-06-08 15:42;323745;4043;MEX-9900021939;8/6/2026;15/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;814,811.40 ;0.00 ;814811.4;0.00 ;814,811.40 ;
netsuite;vonderk;2026-06-08 15:42;323751;13856;MEX-9900021940;8/6/2026;15/6/2026;jun 2026;Factura de venta;Pagado por completo;1;1;11;PLAZO 7 DIAS;0.00 ;0.00 ;0;0.00 ;0.00 ;
netsuite;vonderk;2026-06-08 15:42;323752;3878;MEX-9900021941;8/6/2026;15/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;419,428.80 ;0.00 ;419428.8;0.00 ;419,428.80 ;
netsuite;vonderk;2026-06-08 15:42;323893;13571;MEX-9900021942;8/6/2026;15/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;688,098.00 ;0.00 ;688098;0.00 ;688,098.00 ;
netsuite;vonderk;2026-06-08 15:42;323894;3777;MEX-9900021943;8/6/2026;15/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;1,919,067.80 ;0.00 ;1919067.8;0.00 ;1,919,067.80 ;
netsuite;vonderk;2026-06-08 15:42;323895;3720;MEX-9900021944;8/6/2026;15/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;276,415.23 ;0.00 ;276415.23;0.00 ;276,415.23 ;
netsuite;vonderk;2026-06-08 15:42;323897;4069;MEX-9900021945;8/6/2026;15/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;534,944.00 ;0.00 ;534944;0.00 ;534,944.00 ;
netsuite;vonderk;2026-06-08 15:42;323900;4002;MEX-9900021946;8/6/2026;15/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;639,261.00 ;0.00 ;639261;0.00 ;639,261.00 ;
netsuite;vonderk;2026-06-08 15:42;323901;3767;MEX-9900021947;8/6/2026;15/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;5,817,340.80 ;0.00 ;5817340.8;0.00 ;5,817,340.80 ;
netsuite;vonderk;2026-06-08 15:42;323902;3740;MEX-9900021948;8/6/2026;15/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;528,520.00 ;0.00 ;528520;0.00 ;528,520.00 ;
netsuite;vonderk;2026-06-08 15:42;323903;3720;MEX-9900021949;8/6/2026;15/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;101,178.00 ;0.00 ;101178;0.00 ;101,178.00 ;
netsuite;vonderk;2026-06-08 15:42;323904;3778;MEX-9900021950;8/6/2026;15/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;507,934.00 ;0.00 ;507934;0.00 ;507,934.00 ;
netsuite;vonderk;2026-06-08 15:42;323909;3720;MEX-9900021951;8/6/2026;15/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;462,966.00 ;0.00 ;462966;0.00 ;462,966.00 ;
netsuite;vonderk;2026-06-08 15:42;323910;3924;MEX-9900021952;8/6/2026;15/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;350,400.00 ;0.00 ;350400;0.00 ;350,400.00 ;
netsuite;vonderk;2026-06-08 15:42;323912;3923;MEX-9900021953;8/6/2026;15/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;495,214.48 ;0.00 ;495214.48;0.00 ;495,214.48 ;
netsuite;vonderk;2026-06-08 15:42;323914;3923;MEX-9900021954;8/6/2026;15/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;216,760.36 ;0.00 ;216760.36;0.00 ;216,760.36 ;
netsuite;vonderk;2026-06-08 15:42;323935;4041;FC A-00007-00047818;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;111,339.60 ;20,819.60 ;90520;0.00 ;111,339.60 ;
netsuite;vonderk;2026-06-08 15:42;323940;4075;FC A-00007-00047819;8/6/2026;7/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;205,278.92 ;35,626.92 ;169652;0.00 ;205,278.92 ;
netsuite;vonderk;2026-06-08 15:42;323941;4073;FC A-00007-00047820;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;158,782.02 ;27,557.22 ;131224.8;0.00 ;158,782.02 ;
netsuite;vonderk;2026-06-08 15:42;323943;3767;FC A-00007-00047821;8/6/2026;7/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;127,151.40 ;19,315.80 ;107835.6;0.00 ;127,151.40 ;
netsuite;vonderk;2026-06-08 15:42;323947;3812;FC A-00007-00047822;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;543,724.14 ;94,365.34 ;449358.8;0.00 ;543,724.14 ;
netsuite;vonderk;2026-06-08 15:42;323950;3812;FC A-00007-00047823;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;222,591.60 ;38,631.60 ;183960;0.00 ;222,591.60 ;
netsuite;vonderk;2026-06-08 15:42;323957;4173;FC A-00007-00047824;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;2,297,727.28 ;437,219.35 ;1860507.93;0.00 ;2,297,727.28 ;
netsuite;vonderk;2026-06-08 15:42;323959;4173;FC A-00007-00047825;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;384,384.86 ;73,142.06 ;311242.8;0.00 ;384,384.86 ;
netsuite;vonderk;2026-06-08 15:42;323961;3812;FC A-00007-00047826;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;74,197.20 ;12,877.20 ;61320;0.00 ;74,197.20 ;
netsuite;vonderk;2026-06-08 15:42;323966;3759;FC A-00007-00047827;8/6/2026;7/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;1,023,336.05 ;160,753.45 ;862582.6;0.00 ;1,023,336.05 ;
netsuite;vonderk;2026-06-08 15:42;323971;5264;FC A-00007-00047828;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;1,820,320.99 ;375,621.79 ;1444699.2;0.00 ;1,820,320.99 ;
netsuite;vonderk;2026-06-08 15:42;323976;3767;FC A-00007-00047829;8/6/2026;7/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;226,919.77 ;39,382.77 ;187537;0.00 ;226,919.77 ;
netsuite;vonderk;2026-06-08 15:42;323982;3857;FC A-00007-00047830;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;145,880.28 ;26,306.28 ;119574;0.00 ;145,880.28 ;
netsuite;vonderk;2026-06-08 15:42;323983;3807;FC A-00007-00047831;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;518,031.36 ;106,895.36 ;411136;0.00 ;518,031.36 ;
netsuite;vonderk;2026-06-08 15:42;323985;13932;FC A-00007-00047832;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;200,939.51 ;41,463.71 ;159475.8;0.00 ;200,939.51 ;
netsuite;vonderk;2026-06-08 15:42;323989;3720;FC A-00007-00047833;8/6/2026;23/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 45 DIAS;3,622,185.18 ;724,437.04 ;2897748.14;0.00 ;3,622,185.18 ;
netsuite;vonderk;2026-06-08 15:42;323991;3720;FC A-00007-00047834;8/6/2026;23/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 45 DIAS;1,067,990.00 ;213,598.00 ;854392;0.00 ;1,067,990.00 ;
netsuite;vonderk;2026-06-08 15:42;323993;3767;FC A-00007-00047835;8/6/2026;7/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;2,070,481.70 ;359,339.80 ;1711141.9;0.00 ;2,070,481.70 ;
netsuite;vonderk;2026-06-08 15:42;323997;4029;FC A-00007-00047836;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;5,719,272.43 ;1,035,183.63 ;4684088.8;0.00 ;5,719,272.43 ;
netsuite;vonderk;2026-06-08 15:42;324003;3973;FC A-00007-00047837;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;6,750,939.56 ;976,719.86 ;5774219.7;0.00 ;6,750,939.56 ;
netsuite;vonderk;2026-06-08 15:42;324008;4047;FC A-00007-00047838;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;615,660.10 ;106,850.10 ;508810;0.00 ;615,660.10 ;
netsuite;vonderk;2026-06-08 15:42;324014;4075;FC A-00007-00047839;8/6/2026;7/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;406,569.85 ;62,009.85 ;344560;0.00 ;406,569.85 ;
netsuite;vonderk;2026-06-08 15:42;324017;3979;FC A-00007-00047840;8/6/2026;7/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;1,062,619.50 ;196,941.70 ;865677.8;0.00 ;1,062,619.50 ;
netsuite;vonderk;2026-06-08 15:42;324021;3767;FC A-00007-00047841;8/6/2026;7/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;894,747.57 ;155,286.77 ;739460.8;0.00 ;894,747.57 ;
netsuite;vonderk;2026-06-08 15:42;324022;3906;FC A-00007-00047842;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;667,068.16 ;115,772.16 ;551296;0.00 ;667,068.16 ;
netsuite;vonderk;2026-06-08 15:42;324125;3904;FC A-00007-00047843;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;333,146.45 ;31,656.45 ;301490;0.00 ;333,146.45 ;
netsuite;vonderk;2026-06-08 15:42;324128;3923;FC A-00007-00047844;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;230,447.98 ;31,413.48 ;199034.5;0.00 ;230,447.98 ;
netsuite;vonderk;2026-06-08 15:42;324129;3931;FC A-00007-00047845;8/6/2026;7/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;1,341,626.71 ;232,844.31 ;1108782.4;0.00 ;1,341,626.71 ;
netsuite;vonderk;2026-06-08 15:42;324131;3726;FC A-00007-00047846;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;184,574.37 ;32,033.57 ;152540.8;0.00 ;184,574.37 ;
netsuite;vonderk;2026-06-08 15:42;324135;3932;FC A-00007-00047847;8/6/2026;7/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;1,953,304.87 ;339,003.31 ;1614301.56;0.00 ;1,953,304.87 ;
netsuite;vonderk;2026-06-08 15:42;324138;3932;FC A-00007-00047848;8/6/2026;7/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;997,563.69 ;173,130.89 ;824432.8;0.00 ;997,563.69 ;
netsuite;vonderk;2026-06-08 15:42;324140;3932;FC A-00007-00047849;8/6/2026;7/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;1,566,302.35 ;192,340.15 ;1373962.2;0.00 ;1,566,302.35 ;
netsuite;vonderk;2026-06-08 15:42;324141;3932;FC A-00007-00047850;8/6/2026;7/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;2,442,889.81 ;423,972.61 ;2018917.2;0.00 ;2,442,889.81 ;
netsuite;vonderk;2026-06-08 15:42;324143;3857;FC A-00007-00047851;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;2,333,265.13 ;420,752.73 ;1912512.4;0.00 ;2,333,265.13 ;
netsuite;vonderk;2026-06-08 15:42;324144;3857;FC A-00007-00047852;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;540,629.83 ;97,490.63 ;443139.2;0.00 ;540,629.83 ;
netsuite;vonderk;2026-06-08 15:42;324145;3750;FC A-00007-00047853;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;2,058,512.98 ;357,262.58 ;1701250.4;0.00 ;2,058,512.98 ;
netsuite;vonderk;2026-06-08 15:42;324147;3750;FC A-00007-00047854;8/6/2026;8/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;916,229.42 ;159,015.02 ;757214.4;0.00 ;916,229.42 ;
netsuite;vonderk;2026-06-08 15:42;324280;3720;MEX-9900000675;8/6/2026;;jun 2026;Nota de crédito;Abierta;1;1;11;;(11,928.00);0.00 ;-11928;0.00 ;11,928.00 ;
netsuite;vonderk;2026-06-08 15:42;324281;3720;NC A-00007-00001778;8/6/2026;;jun 2026;Nota de crédito;Abierta;1;1;3;;(68,976.50);(13,795.30);-55181.2;0.00 ;68,976.50 ;
netsuite;vonderk;2026-06-08 15:42;324282;3720;NC A-00007-00001779;8/6/2026;;jun 2026;Nota de crédito;Abierta;1;1;3;;(231,000.00);(46,200.00);-184800;0.00 ;231,000.00 ;
netsuite;vonderk;2026-06-08 15:42;324715;4033;MEX-9900021955;8/6/2026;15/6/2026;jun 2026;Factura de venta;Pagado por completo;1;1;11;PLAZO 7 DIAS;23,679.60 ;0.00 ;23679.6;23,679.60 ;0.00 ;
netsuite;vonderk;2026-06-08 15:42;322355;3850;MEX-9900021906;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;53,544.00 ;0.00 ;53544;0.00 ;53,544.00 ;
netsuite;vonderk;2026-06-08 15:42;322361;3941;MEX-9900021907;5/6/2026;12/6/2026;jun 2026;Factura de venta;Pagado por completo;1;1;11;PLAZO 7 DIAS;0.00 ;0.00 ;0;0.00 ;0.00 ;
netsuite;vonderk;2026-06-08 15:42;322362;3702;MEX-9900021908;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;116,618.25 ;0.00 ;116618.25;0.00 ;116,618.25 ;
netsuite;vonderk;2026-06-08 15:42;322363;3924;MEX-9900021909;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;105,196.50 ;0.00 ;105196.5;0.00 ;105,196.50 ;
netsuite;vonderk;2026-06-08 15:42;322369;3898;MEX-9900021910;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;458,150.40 ;0.00 ;458150.4;0.00 ;458,150.40 ;
netsuite;vonderk;2026-06-08 15:42;322371;3779;MEX-9900021911;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;382,956.00 ;0.00 ;382956;0.00 ;382,956.00 ;
netsuite;vonderk;2026-06-08 15:42;322372;3979;MEX-9900021912;5/6/2026;12/6/2026;jun 2026;Factura de venta;Pagado por completo;1;1;11;PLAZO 7 DIAS;0.00 ;0.00 ;0;0.00 ;0.00 ;
netsuite;vonderk;2026-06-08 15:42;322374;4075;MEX-9900021913;5/6/2026;12/6/2026;jun 2026;Factura de venta;Pagado por completo;1;1;11;PLAZO 7 DIAS;0.00 ;0.00 ;0;0.00 ;0.00 ;
netsuite;vonderk;2026-06-08 15:42;322377;3920;MEX-9900021914;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;860,196.00 ;0.00 ;860196;0.00 ;860,196.00 ;
netsuite;vonderk;2026-06-08 15:42;322380;13571;MEX-9900021915;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;299,468.10 ;0.00 ;299468.1;0.00 ;299,468.10 ;
netsuite;vonderk;2026-06-08 15:42;322385;3924;MEX-9900021916;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;171,981.00 ;0.00 ;171981;0.00 ;171,981.00 ;
netsuite;vonderk;2026-06-08 15:42;322386;3924;MEX-9900021917;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;342,725.25 ;0.00 ;342725.25;0.00 ;342,725.25 ;
netsuite;vonderk;2026-06-08 15:42;322387;3643;MEX-9900021918;5/6/2026;12/6/2026;jun 2026;Factura de venta;Pagado por completo;1;1;11;PLAZO 7 DIAS;0.00 ;0.00 ;0;0.00 ;0.00 ;
netsuite;vonderk;2026-06-08 15:42;322388;3778;MEX-9900021919;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;479,480.70 ;0.00 ;479480.7;0.00 ;479,480.70 ;
netsuite;vonderk;2026-06-08 15:42;322389;3778;MEX-9900021920;5/6/2026;12/6/2026;jun 2026;Factura de venta;Pagado por completo;1;1;11;PLAZO 7 DIAS;0.00 ;0.00 ;0;0.00 ;0.00 ;
netsuite;vonderk;2026-06-08 15:42;322390;3924;MEX-9900021921;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;429,952.50 ;0.00 ;429952.5;0.00 ;429,952.50 ;
netsuite;vonderk;2026-06-08 15:42;322391;3920;MEX-9900021922;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;148,468.20 ;0.00 ;148468.2;0.00 ;148,468.20 ;
netsuite;vonderk;2026-06-08 15:42;322392;3949;MEX-9900021923;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;1,042,798.50 ;0.00 ;1042798.5;0.00 ;1,042,798.50 ;
netsuite;vonderk;2026-06-08 15:42;322393;3778;MEX-9900021924;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;472,074.75 ;0.00 ;472074.75;0.00 ;472,074.75 ;
netsuite;vonderk;2026-06-08 15:42;322394;3720;MEX-9900021925;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;432,862.50 ;0.00 ;432862.5;0.00 ;432,862.50 ;
netsuite;vonderk;2026-06-08 15:42;322395;3949;MEX-9900021926;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;186,240.00 ;0.00 ;186240;0.00 ;186,240.00 ;
netsuite;vonderk;2026-06-08 15:42;322396;3924;MEX-9900021927;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;420,786.00 ;0.00 ;420786;0.00 ;420,786.00 ;
netsuite;vonderk;2026-06-08 15:42;322397;3640;MEX-9900021928;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;56,163.00 ;0.00 ;56163;0.00 ;56,163.00 ;
netsuite;vonderk;2026-06-08 15:42;322398;3924;MEX-9900021929;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;1,101,376.80 ;0.00 ;1101376.8;0.00 ;1,101,376.80 ;
netsuite;vonderk;2026-06-08 15:42;322399;3740;MEX-9900021930;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;574,812.30 ;0.00 ;574812.3;0.00 ;574,812.30 ;
netsuite;vonderk;2026-06-08 15:42;322409;3702;MEX-9900021931;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;439,293.60 ;0.00 ;439293.6;0.00 ;439,293.60 ;
netsuite;vonderk;2026-06-08 15:42;322414;3811;MEX-9900021932;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;450,380.70 ;0.00 ;450380.7;0.00 ;450,380.70 ;
netsuite;vonderk;2026-06-08 15:42;322420;3850;MEX-9900021933;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;498,919.50 ;0.00 ;498919.5;0.00 ;498,919.50 ;
netsuite;vonderk;2026-06-08 15:42;322450;3846;MEX-9900021934;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;377,136.00 ;0.00 ;377136;0.00 ;377,136.00 ;
netsuite;vonderk;2026-06-08 15:42;322451;3859;MEX-9900021935;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;57,036.00 ;0.00 ;57036;0.00 ;57,036.00 ;
netsuite;vonderk;2026-06-08 15:42;322452;13716;MEX-9900021936;5/6/2026;12/6/2026;jun 2026;Factura de venta;Abierta;1;1;11;PLAZO 7 DIAS;52,569.15 ;0.00 ;52569.15;0.00 ;52,569.15 ;
netsuite;vonderk;2026-06-08 15:42;322553;3868;FC A-00007-00047778;5/6/2026;4/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;4,141,447.40 ;718,763.60 ;3422683.8;0.00 ;4,141,447.40 ;
netsuite;vonderk;2026-06-08 15:42;322556;3767;FC A-00007-00047779;5/6/2026;4/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;709,325.60 ;123,106.10 ;586219.5;0.00 ;709,325.60 ;
netsuite;vonderk;2026-06-08 15:42;322559;14071;FC A-00007-00047780;5/6/2026;5/6/2026;jun 2026;Factura de venta;Abierta;1;1;3;Contado;1,350,455.92 ;239,650.72 ;1110805.2;0.00 ;1,350,455.92 ;
netsuite;vonderk;2026-06-08 15:42;322560;14071;FC A-00007-00047781;5/6/2026;5/6/2026;jun 2026;Factura de venta;Abierta;1;1;3;Contado;2,133,951.89 ;391,211.09 ;1742740.8;0.00 ;2,133,951.89 ;
netsuite;vonderk;2026-06-08 15:42;322563;4075;FC A-00007-00047782;5/6/2026;4/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;207,850.54 ;36,073.24 ;171777.3;0.00 ;207,850.54 ;
netsuite;vonderk;2026-06-08 15:42;322566;3707;FC A-00007-00047783;5/6/2026;5/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;546,654.63 ;68,716.23 ;477938.4;0.00 ;546,654.63 ;
netsuite;vonderk;2026-06-08 15:42;322567;3779;FC A-00007-00047784;5/6/2026;5/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;408,870.13 ;70,960.93 ;337909.2;0.00 ;408,870.13 ;
netsuite;vonderk;2026-06-08 15:42;322568;3979;FC A-00007-00047785;5/6/2026;4/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;100,016.70 ;18,536.70 ;81480;0.00 ;100,016.70 ;
netsuite;vonderk;2026-06-08 15:42;322569;3864;FC A-00007-00047786;5/6/2026;5/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;608,594.44 ;110,155.09 ;498439.35;0.00 ;608,594.44 ;
netsuite;vonderk;2026-06-08 15:42;322571;4466;FC A-00007-00047787;5/6/2026;5/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;416,194.02 ;72,232.02 ;343962;0.00 ;416,194.02 ;
netsuite;vonderk;2026-06-08 15:42;322572;3767;FC A-00007-00047788;5/6/2026;4/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;1,011,612.03 ;175,569.03 ;836043;0.00 ;1,011,612.03 ;
netsuite;vonderk;2026-06-08 15:42;322576;3979;FC A-00007-00047789;5/6/2026;4/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;680,738.66 ;126,165.41 ;554573.25;0.00 ;680,738.66 ;
netsuite;vonderk;2026-06-08 15:42;322578;3675;FC A-00007-00047790;5/6/2026;5/7/2026;jun 2026;Factura de venta;Pagado por completo;1;1;3;PLAZO 30 DIAS;550,338.32 ;113,561.87 ;436776.45;550,338.32 ;0.00 ;
netsuite;vonderk;2026-06-08 15:42;322581;13743;FC A-00007-00047791;5/6/2026;15/6/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 10 DIAS;218,519.47 ;37,924.87 ;180594.6;0.00 ;218,519.47 ;
netsuite;vonderk;2026-06-08 15:42;322582;3748;FC A-00007-00047792;5/6/2026;5/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;2,284,011.71 ;407,425.46 ;1876586.25;0.00 ;2,284,011.71 ;
netsuite;vonderk;2026-06-08 15:42;322584;3941;FC A-00007-00047793;5/6/2026;5/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;1,516,220.88 ;263,145.78 ;1253075.1;0.00 ;1,516,220.88 ;
netsuite;vonderk;2026-06-08 15:42;322585;3700;FC A-00007-00047794;5/6/2026;5/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;306,775.84 ;53,242.09 ;253533.75;0.00 ;306,775.84 ;
netsuite;vonderk;2026-06-08 15:42;322586;3906;FC A-00007-00047795;5/6/2026;5/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;351,229.73 ;60,957.23 ;290272.5;0.00 ;351,229.73 ;
netsuite;vonderk;2026-06-08 15:42;322587;3937;FC A-00007-00047796;5/6/2026;5/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;1,816,887.61 ;315,327.61 ;1501560;0.00 ;1,816,887.61 ;
netsuite;vonderk;2026-06-08 15:42;322589;3645;FC A-00007-00047797;5/6/2026;5/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;601,780.73 ;124,176.98 ;477603.75;0.00 ;601,780.73 ;
netsuite;vonderk;2026-06-08 15:42;322590;3859;FC A-00007-00047798;5/6/2026;5/7/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 30 DIAS;245,068.56 ;42,532.56 ;202536;0.00 ;245,068.56 ;
netsuite;vonderk;2026-06-08 15:42;322591;3767;FC A-00007-00047799;5/6/2026;4/8/2026;jun 2026;Factura de venta;Abierta;1;1;3;PLAZO 60 DIAS;2,052,889.33 ;356,286.58 ;1696602.75;0.00 ;2,052,889.33 ;
