source_system;client_id;snapshot_ts;invoice_internal_id;document_number;customer_id;invoice_date;due_date;document_type;document_status;payment_terms;currency;exchange_rate;subsidiary_id;amount_total;amount_paid;open_balance
netsuite;vonderk;8/6/2026 15:40;316705;MEX-9900021842;3810;1/6/2026;8/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;3,027,667.50;0;3,027,667.50
netsuite;vonderk;8/6/2026 15:40;316711;MEX-9900021846;3854;1/6/2026;8/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;240,812.00;38.54;240,773.46
netsuite;vonderk;8/6/2026 15:40;316712;MEX-9900021847;13716;1/6/2026;8/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;80,223.00;0;80,223.00
netsuite;vonderk;8/6/2026 15:40;316717;FC A-00007-00047626;3814;1/6/2026;1/7/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;2,096,396.87;0;2,096,396.87
netsuite;vonderk;8/6/2026 15:40;316721;FC A-00007-00047627;4075;1/6/2026;31/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;112,504.11;0;112,504.11
netsuite;vonderk;8/6/2026 15:40;316725;FC A-00007-00047628;3816;1/6/2026;1/7/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;1,754,593.41;0;1,754,593.41
netsuite;vonderk;8/6/2026 15:40;316726;FC A-00007-00047629;3813;1/6/2026;1/7/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;1,205,690.35;0;1,205,690.35
netsuite;vonderk;8/6/2026 15:40;316728;FC A-00007-00047630;3813;1/6/2026;1/7/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;2,084,215.58;0;2,084,215.58
netsuite;vonderk;8/6/2026 15:40;316730;FC A-00007-00047631;3813;1/6/2026;31/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;1,554,309.17;0;1,554,309.17
netsuite;vonderk;8/6/2026 15:40;316731;FC A-00007-00047632;3810;1/6/2026;1/7/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;912,733.25;0;912,733.25
netsuite;vonderk;8/6/2026 15:40;316741;FC A-00007-00047635;13834;1/6/2026;1/7/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;333,048.14;0;333,048.14
netsuite;vonderk;8/6/2026 15:40;316745;FC A-00007-00047637;3834;1/6/2026;8/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;3;132,367.95;0;132,367.95
netsuite;vonderk;8/6/2026 15:40;316747;FC A-00007-00047638;3671;1/6/2026;1/7/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;2,706,663.96;0;2,706,663.96
netsuite;vonderk;8/6/2026 15:40;316749;FC A-00007-00047639;3767;1/6/2026;31/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;9,516.65;0;9,516.65
netsuite;vonderk;8/6/2026 15:40;316751;FC A-00007-00047640;3759;1/6/2026;31/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;472,371.90;0;472,371.90
netsuite;vonderk;8/6/2026 15:40;316756;FC A-00007-00047642;4075;1/6/2026;31/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;1,130,993.29;0;1,130,993.29
netsuite;vonderk;8/6/2026 15:40;316758;FC A-00007-00047643;3813;1/6/2026;31/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;591,935.63;0;591,935.63
netsuite;vonderk;8/6/2026 15:40;316759;FC A-00007-00047644;3851;1/6/2026;1/7/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;641,941.30;0;641,941.30
netsuite;vonderk;8/6/2026 15:40;316761;FC A-00007-00047645;3878;1/6/2026;1/7/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;900,900.00;0;900,900.00
netsuite;vonderk;8/6/2026 15:40;316763;FC A-00007-00047647;3866;1/6/2026;1/7/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;226,666.44;0;226,666.44
netsuite;vonderk;8/6/2026 15:40;317772;FC A-00007-00047648;3868;1/6/2026;31/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;715,911.63;0;715,911.63
netsuite;vonderk;8/6/2026 15:40;315358;MEX-9900021798;3740;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;86,372.00;0;86,372.00
netsuite;vonderk;8/6/2026 15:40;315359;MEX-9900021799;3702;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;18,532.80;0;18,532.80
netsuite;vonderk;8/6/2026 15:40;315362;MEX-9900021800;3702;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;200,943.60;0;200,943.60
netsuite;vonderk;8/6/2026 15:40;315363;MEX-9900021801;3702;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;99,957.00;0;99,957.00
netsuite;vonderk;8/6/2026 15:40;315368;MEX-9900021805;3845;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;491,348.00;0;491,348.00
netsuite;vonderk;8/6/2026 15:40;315371;MEX-9900021808;3702;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;262,347.80;0;262,347.80
netsuite;vonderk;8/6/2026 15:40;315375;MEX-9900021810;3702;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;13,327.60;0;13,327.60
netsuite;vonderk;8/6/2026 15:40;315381;MEX-9900021816;3873;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;736,593.00;0;736,593.00
netsuite;vonderk;8/6/2026 15:40;315383;MEX-9900021818;3713;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;403,260.00;0;403,260.00
netsuite;vonderk;8/6/2026 15:40;315384;MEX-9900021819;3873;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;223,366.00;0;223,366.00
netsuite;vonderk;8/6/2026 15:40;315385;MEX-9900021820;3862;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;32,661.20;0;32,661.20
netsuite;vonderk;8/6/2026 15:40;315387;MEX-9900021822;3740;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;221,793.00;0;221,793.00
netsuite;vonderk;8/6/2026 15:40;315389;MEX-9900021823;3720;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;146,489.20;0;146,489.20
netsuite;vonderk;8/6/2026 15:40;315392;MEX-9900021824;3720;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;139,639.50;0;139,639.50
netsuite;vonderk;8/6/2026 15:40;315396;MEX-9900021827;3720;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;28,028.00;0;28,028.00
netsuite;vonderk;8/6/2026 15:40;315400;MEX-9900021831;3873;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;97,240.00;0;97,240.00
netsuite;vonderk;8/6/2026 15:40;315401;MEX-9900021832;3720;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;51,251.20;0;51,251.20
netsuite;vonderk;8/6/2026 15:40;315503;MEX-9900021833;3720;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;519,032.80;0;519,032.80
netsuite;vonderk;8/6/2026 15:40;315509;FC A-00007-00047556;4075;29/5/2026;28/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;816,587.56;0;816,587.56
netsuite;vonderk;8/6/2026 15:40;315511;FC A-00007-00047557;4075;29/5/2026;28/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;1,502,503.01;0;1,502,503.01
netsuite;vonderk;8/6/2026 15:40;315523;FC A-00007-00047560;3671;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;3,684,753.08;0;3,684,753.08
netsuite;vonderk;8/6/2026 15:40;315557;FC A-00007-00047569;13935;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;947,150.28;0;947,150.28
netsuite;vonderk;8/6/2026 15:40;315560;FC A-00007-00047571;13935;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;423,498.79;0;423,498.79
netsuite;vonderk;8/6/2026 15:40;315662;FC A-00007-00047573;3878;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;92,592.50;0;92,592.50
netsuite;vonderk;8/6/2026 15:40;315674;FC A-00007-00047576;3750;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;480,850.37;0;480,850.37
netsuite;vonderk;8/6/2026 15:40;315677;FC A-00007-00047577;3694;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;1,561,578.46;0;1,561,578.46
netsuite;vonderk;8/6/2026 15:40;315680;FC A-00007-00047578;3694;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;1,833,668.13;0;1,833,668.13
netsuite;vonderk;8/6/2026 15:40;315693;FC A-00007-00047579;3873;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;3;338,273.65;0;338,273.65
netsuite;vonderk;8/6/2026 15:40;315713;FC A-00007-00047580;3829;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;608,529.21;0;608,529.21
netsuite;vonderk;8/6/2026 15:40;315727;FC A-00007-00047583;3868;29/5/2026;28/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;201,977.92;0;201,977.92
netsuite;vonderk;8/6/2026 15:40;315737;FC A-00007-00047585;3750;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;660,559.32;0;660,559.32
netsuite;vonderk;8/6/2026 15:40;315742;FC A-00007-00047587;3694;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;272,695.28;0;272,695.28
netsuite;vonderk;8/6/2026 15:40;315788;FC A-00007-00047590;3852;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;6,172,390.65;0;6,172,390.65
netsuite;vonderk;8/6/2026 15:40;315790;FC A-00007-00047591;3777;29/5/2026;28/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;1,956,398.30;0;1,956,398.30
netsuite;vonderk;8/6/2026 15:40;315804;FC A-00007-00047594;3746;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;25,328,803.50;0;25,328,803.50
netsuite;vonderk;8/6/2026 15:40;315940;FC A-00007-00047596;3720;29/5/2026;28/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;1,426,425.00;0;1,426,425.00
netsuite;vonderk;8/6/2026 15:40;315942;FC A-00007-00047597;3720;29/5/2026;28/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;1,163,674.12;0;1,163,674.12
netsuite;vonderk;8/6/2026 15:40;315951;FC A-00007-00047598;3767;29/5/2026;28/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;3,113,069.26;2,498,627.87;614,441.39
netsuite;vonderk;8/6/2026 15:40;315963;FC A-00007-00047601;3720;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;405,405.00;0;405,405.00
netsuite;vonderk;8/6/2026 15:40;315969;FC A-00007-00047604;3857;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;2,593,749.16;1,270,287.59;1,323,461.57
netsuite;vonderk;8/6/2026 15:40;315974;FC A-00007-00047608;3641;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;548,470.50;0;548,470.50
netsuite;vonderk;8/6/2026 15:40;315975;FC A-00007-00047609;3686;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;813,629.82;0;813,629.82
netsuite;vonderk;8/6/2026 15:40;315976;FC A-00007-00047610;3759;29/5/2026;28/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;1,426,113.27;552,443.00;873,670.27
netsuite;vonderk;8/6/2026 15:40;315977;FC A-00007-00047611;13571;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;477,095.62;0;477,095.62
netsuite;vonderk;8/6/2026 15:40;315979;FC A-00007-00047612;3931;29/5/2026;28/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;498,568.64;0;498,568.64
netsuite;vonderk;8/6/2026 15:40;315986;FC A-00007-00047614;3720;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;47,547.50;0;47,547.50
netsuite;vonderk;8/6/2026 15:40;315989;FC A-00007-00047617;3720;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;450,450.00;0;450,450.00
netsuite;vonderk;8/6/2026 15:40;315990;FC A-00007-00047618;3677;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;1,720,749.04;0;1,720,749.04
netsuite;vonderk;8/6/2026 15:40;315993;FC A-00007-00047620;13935;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;2,164,665.14;0;2,164,665.14
netsuite;vonderk;8/6/2026 15:40;315994;FC A-00007-00047621;13935;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;1,550,521.26;0;1,550,521.26
netsuite;vonderk;8/6/2026 15:40;315995;FC A-00007-00047622;3694;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;218,156.22;0;218,156.22
netsuite;vonderk;8/6/2026 15:40;315998;MEX-9900021836;3720;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;113,341.80;0;113,341.80
netsuite;vonderk;8/6/2026 15:40;316000;MEX-9900021837;3740;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;114,114.00;0;114,114.00
netsuite;vonderk;8/6/2026 15:40;316001;MEX-9900021838;3740;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;342,628.00;0;342,628.00
netsuite;vonderk;8/6/2026 15:40;316002;MEX-9900021839;3750;29/5/2026;5/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;282,782.50;0;282,782.50
netsuite;vonderk;8/6/2026 15:40;316012;E-FACTURA A118;14062;29/5/2026;29/5/2026;Factura de venta;Abierta;Contado;US Dollar;40.11;10;11,996,315.84;0;11,996,315.84
netsuite;vonderk;8/6/2026 15:40;316016;E-FACTURA EXPORTACION A47;13343;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;US Dollar;40.11;10;5,551,784.78;0;5,551,784.78
netsuite;vonderk;8/6/2026 15:40;316020;FC A-00002-00000316;13620;29/5/2026;28/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;6;37,268,000.00;27,106,626.51;10,161,373.49
netsuite;vonderk;8/6/2026 15:40;313571;MEX-9900021775;13943;28/5/2026;4/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;617,760.00;0;617,760.00
netsuite;vonderk;8/6/2026 15:40;313576;MEX-9900021777;13943;28/5/2026;4/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;49,992.80;0;49,992.80
netsuite;vonderk;8/6/2026 15:40;313577;MEX-9900021778;13871;28/5/2026;4/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;572,000.00;420,927.20;151,072.80
netsuite;vonderk;8/6/2026 15:40;313582;MEX-9900021781;3874;28/5/2026;4/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;898,132.95;0;898,132.95
netsuite;vonderk;8/6/2026 15:40;313583;MEX-9900021782;3850;28/5/2026;4/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;744,400.80;0;744,400.80
netsuite;vonderk;8/6/2026 15:40;313584;MEX-9900021783;3850;28/5/2026;4/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;171,028.00;0;171,028.00
netsuite;vonderk;8/6/2026 15:40;313586;MEX-9900021785;3720;28/5/2026;4/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;288,445.30;0;288,445.30
netsuite;vonderk;8/6/2026 15:40;313592;MEX-9900021787;3720;28/5/2026;4/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;94,380.00;0;94,380.00
netsuite;vonderk;8/6/2026 15:40;313622;MEX-9900021792;4069;28/5/2026;4/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;403,260.00;0;403,260.00
netsuite;vonderk;8/6/2026 15:40;313624;MEX-9900021793;3720;28/5/2026;4/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;159,974.10;0;159,974.10
netsuite;vonderk;8/6/2026 15:40;313726;MEX-9900021794;3811;28/5/2026;4/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;903,760.00;0;903,760.00
netsuite;vonderk;8/6/2026 15:40;313731;MEX-9900021797;3923;28/5/2026;4/6/2026;Factura de venta;Abierta;PLAZO 7 DIAS;Peso Argentino;1;11;110,554.73;0;110,554.73
netsuite;vonderk;8/6/2026 15:40;313746;FC A-00007-00047482;3674;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;492,972.48;0;492,972.48
netsuite;vonderk;8/6/2026 15:40;313757;FC A-00007-00047484;3878;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;311,561.26;0;311,561.26
netsuite;vonderk;8/6/2026 15:40;313762;FC A-00007-00047485;3815;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;69,778.67;0;69,778.67
netsuite;vonderk;8/6/2026 15:40;313768;FC A-00007-00047486;3815;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;170,365.34;0;170,365.34
netsuite;vonderk;8/6/2026 15:40;313781;FC A-00007-00047488;3813;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;872,071.20;0;872,071.20
netsuite;vonderk;8/6/2026 15:40;313792;FC A-00007-00047489;3642;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;1,721,763.20;0;1,721,763.20
netsuite;vonderk;8/6/2026 15:40;313811;FC A-00007-00047491;3825;28/5/2026;12/7/2026;Factura de venta;Abierta;PLAZO 45 DIAS;Peso Argentino;1;3;2,072,034.25;0;2,072,034.25
netsuite;vonderk;8/6/2026 15:40;313821;FC A-00007-00047492;3664;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;538,709.61;0;538,709.61
netsuite;vonderk;8/6/2026 15:40;313831;FC A-00007-00047494;3737;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;476,801.46;0;476,801.46
netsuite;vonderk;8/6/2026 15:40;313832;FC A-00007-00047495;3737;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;395,719.61;0;395,719.61
netsuite;vonderk;8/6/2026 15:40;313835;FC A-00007-00047496;3889;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;1,931,672.31;0;1,931,672.31
netsuite;vonderk;8/6/2026 15:40;313840;FC A-00007-00047497;3737;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;672,221.55;0;672,221.55
netsuite;vonderk;8/6/2026 15:40;313849;FC A-00007-00047501;13734;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;593,914.75;0;593,914.75
netsuite;vonderk;8/6/2026 15:40;313857;FC A-00007-00047504;3868;28/5/2026;27/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;1,918,556.64;0;1,918,556.64
netsuite;vonderk;8/6/2026 15:40;313858;FC A-00007-00047505;3813;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;839,991.44;0;839,991.44
netsuite;vonderk;8/6/2026 15:40;313862;FC A-00007-00047506;3813;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;381,531.15;0;381,531.15
netsuite;vonderk;8/6/2026 15:40;313864;FC A-00007-00047507;3674;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;630,251.63;0;630,251.63
netsuite;vonderk;8/6/2026 15:40;313976;FC A-00007-00047510;3674;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;663,062.40;0;663,062.40
netsuite;vonderk;8/6/2026 15:40;313977;FC A-00007-00047511;3815;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;421,847.14;0;421,847.14
netsuite;vonderk;8/6/2026 15:40;313978;FC A-00007-00047512;3941;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;174,829.51;0;174,829.51
netsuite;vonderk;8/6/2026 15:40;313990;FC A-00007-00047514;3880;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;2,139,161.75;0;2,139,161.75
netsuite;vonderk;8/6/2026 15:40;313995;FC A-00007-00047516;3811;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;485,931.88;0;485,931.88
netsuite;vonderk;8/6/2026 15:40;314011;FC A-00007-00047517;3746;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;62,936.88;0;62,936.88
netsuite;vonderk;8/6/2026 15:40;314014;FC A-00007-00047520;3816;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;1,119,677.13;0;1,119,677.13
netsuite;vonderk;8/6/2026 15:40;314015;FC A-00007-00047521;3710;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;238,781.40;0;238,781.40
netsuite;vonderk;8/6/2026 15:40;314022;FC A-00007-00047523;3710;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;496,596.96;0;496,596.96
netsuite;vonderk;8/6/2026 15:40;314023;FC A-00007-00047524;3674;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;218,243.03;0;218,243.03
netsuite;vonderk;8/6/2026 15:40;314025;FC A-00007-00047525;3746;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;2,277,745.48;0;2,277,745.48
netsuite;vonderk;8/6/2026 15:40;314036;FC A-00007-00047527;3737;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;1,926,983.23;0;1,926,983.23
netsuite;vonderk;8/6/2026 15:40;314040;FC A-00007-00047529;3674;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;821,620.80;0;821,620.80
netsuite;vonderk;8/6/2026 15:40;314060;FC A-00007-00047531;3868;28/5/2026;27/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;2,797,702.63;0;2,797,702.63
netsuite;vonderk;8/6/2026 15:40;314066;FC A-00007-00047535;3674;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;35,315.28;0;35,315.28
netsuite;vonderk;8/6/2026 15:40;314181;FC A-00007-00047536;3710;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;911,084.28;0;911,084.28
netsuite;vonderk;8/6/2026 15:40;314182;FC A-00007-00047537;3720;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;278,867.87;0;278,867.87
netsuite;vonderk;8/6/2026 15:40;314193;FC A-00007-00047538;3941;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;1,395,486.95;0;1,395,486.95
netsuite;vonderk;8/6/2026 15:40;314199;FC A-00007-00047540;3931;28/5/2026;27/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;726,726.00;0;726,726.00
netsuite;vonderk;8/6/2026 15:40;314200;FC A-00007-00047541;3941;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;1,162,761.60;0;1,162,761.60
netsuite;vonderk;8/6/2026 15:40;314209;FC A-00007-00047543;3851;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;6,097,404.17;0;6,097,404.17
netsuite;vonderk;8/6/2026 15:40;314216;FC A-00007-00047547;13609;28/5/2026;27/7/2026;Factura de venta;Abierta;PLAZO 60 DIAS;Peso Argentino;1;3;1,890,250.38;1,545,234.24;345,016.14
netsuite;vonderk;8/6/2026 15:40;314217;FC A-00007-00047548;3859;28/5/2026;27/6/2026;Factura de venta;Abierta;PLAZO 30 DIAS;Peso Argentino;1;3;694,888.48;0;694,888.48
netsuite;vonderk;8/6/2026 15:40;314218;FC A-00007-00047549;13609;28/5/2026;26/8/2026;Factura de venta;Abierta;PLAZO 90 DIAS;Peso Argentino;1;3;831,170.35;0;831,170.35
netsuite;vonderk;8/6/2026 15:40;314220;FC A-00007-00047550;13609;28/5/2026;26/8/2026;Factura de venta;Abierta;PLAZO 90 DIAS;Peso Argentino;1;3;2,098,051.98;0;2,098,051.98
