source_system;client_id;snapshot_ts;order_internal_id;document_number;transaction_date;expected_ship_date;customer_id;item_internal_id;location;subsidiary_id;quantity_ordered;quantity_committed;quantity_fulfilled;quantity_pending;line_net_amount;unit_price_net;estimated_unit_cost;estimated_margin
netsuite;vonderk;2026-06-08 15:37;320566;OV_ME-15795;2026-06-04;2026-06-04;3825;11094;4;3;40;40;0;40;763,280.00 ;19082;293,364.00 ;469,916.00 
netsuite;vonderk;2026-06-08 15:37;320566;OV_ME-15795;2026-06-04;2026-06-04;3825;9511;4;3;330;330;0;330;2,957,130.00 ;8961;1,304,884.00 ;1,652,246.00 
netsuite;vonderk;2026-06-08 15:37;320566;OV_ME-15795;2026-06-04;2026-06-04;3825;9517;4;3;330;330;0;330;1,167,540.00 ;3538;2,939,730.00 ;(1,772,190.00)
netsuite;vonderk;2026-06-08 15:37;320566;OV_ME-15795;2026-06-04;2026-06-04;3825;10395;4;3;6;6;0;6;446,745.00 ;74457.5;182,424.50 ;264,320.50 
netsuite;vonderk;2026-06-08 15:37;320566;OV_ME-15795;2026-06-04;2026-06-04;3825;9722;4;3;6;6;0;6;52,287.00 ;8714.5;24,882.00 ;27,405.00 
netsuite;vonderk;2026-06-08 15:37;320566;OV_ME-15795;2026-06-04;2026-06-04;3825;9283;4;3;20;20;0;20;402,520.00 ;20126;201,071.50 ;201,448.50 
netsuite;vonderk;2026-06-08 15:37;320566;OV_ME-15795;2026-06-04;2026-06-04;3825;9526;4;3;1;1;0;1;551.00 ;551;159.50 ;391.50 
netsuite;vonderk;2026-06-08 15:37;320566;OV_ME-15795;2026-06-04;2026-06-04;3825;10297;4;3;2;2;0;2;12,267.00 ;6133.5;6,394.50 ;5,872.50 
netsuite;vonderk;2026-06-08 15:37;320566;OV_ME-15795;2026-06-04;2026-06-04;3825;10286;4;3;2;2;0;2;133,835.00 ;66917.5;56,013.50 ;77,821.50 
netsuite;vonderk;2026-06-08 15:37;320566;OV_ME-15795;2026-06-04;2026-06-04;3825;11110;4;3;125;125;0;125;1,827,000.00 ;14616;887,907.50 ;939,092.50 
netsuite;vonderk;2026-06-08 15:37;320566;OV_ME-15795;2026-06-04;2026-06-04;3825;8527;4;3;17;17;0;17;636,956.00 ;37468;308,313.50 ;328,642.50 
netsuite;vonderk;2026-06-08 15:37;320566;OV_ME-15795;2026-06-04;2026-06-04;3825;9783;4;3;6;6;0;6;101,790.00 ;16965;46,429.00 ;55,361.00 
netsuite;vonderk;2026-06-08 15:37;320566;OV_ME-15795;2026-06-04;2026-06-04;3825;10411;4;3;11;11;0;11;310,706.00 ;28246;130,384.00 ;180,322.00 
netsuite;vonderk;2026-06-08 15:37;320566;OV_ME-15795;2026-06-04;2026-06-04;3825;12261;4;3;1;1;0;1;7,395.00 ;7395;3,364.00 ;4,031.00 
netsuite;vonderk;2026-06-08 15:37;320567;OV_ME-15796;2026-06-04;2026-06-04;3825;10190;4;3;25;25;0;25;388,962.50 ;15558.5;147,262.00 ;241,700.50 
netsuite;vonderk;2026-06-08 15:37;321876;OV_ME-15871;2026-06-04;2026-06-10;4047;9565;4;3;1;1;0;1;9,052.00 ;9052;3,635.40 ;5,416.60 
netsuite;vonderk;2026-06-08 15:37;321876;OV_ME-15871;2026-06-04;2026-06-10;4047;9412;4;3;1;1;0;1;32,412.00 ;32412;13,782.40 ;18,629.60 
netsuite;vonderk;2026-06-08 15:37;321992;OV_ME-15872;2026-06-04;2026-06-04;3811;9557;4;3;2;2;0;2;289,080.00 ;144540;214,547.00 ;74,533.00 
netsuite;vonderk;2026-06-08 15:37;322002;OV_ME-15873;2026-06-04;2026-06-04;13935;10186;4;3;6;6;0;6;919,800.00 ;153300;362,226.00 ;557,574.00 
netsuite;vonderk;2026-06-08 15:37;322002;OV_ME-15873;2026-06-04;2026-06-04;13935;10366;4;3;6;6;0;6;230,826.00 ;38471;80,300.00 ;150,526.00 
netsuite;vonderk;2026-06-08 15:37;322122;OV_ME-15877;2026-06-04;2026-06-04;3769;9694;4;3;3;3;0;3;231,264.00 ;77088;83,074.00 ;148,190.00 
netsuite;vonderk;2026-06-08 15:37;322122;OV_ME-15877;2026-06-04;2026-06-04;3769;9696;4;3;4;4;0;4;787,232.00 ;196808;249,280.40 ;537,951.60 
netsuite;vonderk;2026-06-08 15:37;322122;OV_ME-15877;2026-06-04;2026-06-04;3769;12400;4;3;1;1;0;1;49,056.00 ;49056;15,782.60 ;33,273.40 
netsuite;vonderk;2026-06-08 15:37;322122;OV_ME-15877;2026-06-04;2026-06-04;3769;9946;4;3;1;1;0;1;39,128.00 ;39128;12,906.40 ;26,221.60 
netsuite;vonderk;2026-06-08 15:37;322122;OV_ME-15877;2026-06-04;2026-06-04;3769;12259;4;3;1;1;0;1;36,646.00 ;36646;10,716.40 ;25,929.60 
netsuite;vonderk;2026-06-08 15:37;322130;OV_ME-15884;2026-06-04;2026-06-10;4047;12324;4;3;1;1;0;1;40,880.00 ;40880;14,030.60 ;26,849.40 
netsuite;vonderk;2026-06-08 15:37;322130;OV_ME-15884;2026-06-04;2026-06-10;4047;12350;4;3;1;1;0;1;65,408.00 ;65408;29,112.40 ;36,295.60 
netsuite;vonderk;2026-06-08 15:37;322130;OV_ME-15884;2026-06-04;2026-06-10;4047;12337;4;3;6;6;0;6;273,750.00 ;45625;82,227.20 ;191,522.80 
netsuite;vonderk;2026-06-08 15:37;322136;OV_ME-15888;2026-06-04;2026-06-11;4047;9620;4;3;8;8;0;8;56,064.00 ;7008;19,549.40 ;36,514.60 
netsuite;vonderk;2026-06-08 15:37;322136;OV_ME-15888;2026-06-04;2026-06-11;4047;12190;4;3;5;5;0;5;12,410.00 ;2482;6,292.60 ;6,117.40 
netsuite;vonderk;2026-06-08 15:37;322136;OV_ME-15888;2026-06-04;2026-06-11;4047;9412;4;3;5;5;0;5;162,060.00 ;32412;68,941.20 ;93,118.80 
netsuite;vonderk;2026-06-08 15:37;320249;OV_ME-15774;2026-06-03;2026-06-03;3813;9541;4;3;25;25;0;25;133,400.00 ;5336;41,774.50 ;91,625.50 
netsuite;vonderk;2026-06-08 15:37;320249;OV_ME-15774;2026-06-03;2026-06-03;3813;9854;4;3;1;1;0;1;45,675.00 ;45675;19,140.00 ;26,535.00 
netsuite;vonderk;2026-06-08 15:37;320249;OV_ME-15774;2026-06-03;2026-06-03;3813;10079;4;3;2;2;0;2;190,443.00 ;95221.5;75,559.50 ;114,883.50 
netsuite;vonderk;2026-06-08 15:37;318371;OV_ME-15660;2026-06-02;2026-06-02;3811;9769;4;3;5;5;0;5;46,240.00 ;9248;26,168.95 ;20,071.05 
netsuite;vonderk;2026-06-08 15:37;318371;OV_ME-15660;2026-06-02;2026-06-02;3811;9577;4;3;1;1;0;1;65,892.00 ;65892;28,105.25 ;37,786.75 
netsuite;vonderk;2026-06-08 15:37;318668;OV_ME-15670;2026-06-02;2026-06-02;3793;11810;4;3;50;50;0;50;165,452.50 ;3309.05;54,722.15 ;110,730.35 
netsuite;vonderk;2026-06-08 15:37;319092;OV_ME-15698;2026-06-02;2026-06-05;3702;9619;4;3;5;5;0;5;30,345.00 ;6069;12,961.65 ;17,383.35 
netsuite;vonderk;2026-06-08 15:37;319092;OV_ME-15698;2026-06-02;2026-06-05;3702;9780;4;3;4;4;0;4;20,519.00 ;5129.75;13,554.10 ;6,964.90 
netsuite;vonderk;2026-06-08 15:37;317909;OV_ME-15619;2026-06-01;2026-06-01;3924;9955;4;3;5;1;0;5;180,180.00 ;36036;50,779.30 ;129,400.70 
netsuite;vonderk;2026-06-08 15:37;313570;OV_ME-15399;2026-05-28;2026-05-28;3707;9430;4;3;30;30;0;30;151,866.00 ;5062.2;56,999.80 ;94,866.20 
netsuite;vonderk;2026-06-08 15:37;313743;OV_ME-15402;2026-05-28;2026-05-28;13834;10243;4;3;12;12;0;12;86,143.20 ;7178.6;46,289.10 ;39,854.10 
netsuite;vonderk;2026-06-08 15:37;313797;OV_ME-15403;2026-05-28;2026-05-28;3726;10405;4;3;2;2;0;2;56,056.00 ;28028;26,984.10 ;29,071.90 
netsuite;vonderk;2026-06-08 15:37;314638;OV_ME-15423;2026-05-28;2026-05-29;14071;11882;4;3;4;4;0;4;194,480.00 ;48620;79,622.40 ;114,857.60 
netsuite;vonderk;2026-06-08 15:37;314638;OV_ME-15423;2026-05-28;2026-05-29;14071;11885;4;3;4;4;0;4;286,000.00 ;71500;119,104.70 ;166,895.30 
netsuite;vonderk;2026-06-08 15:37;314638;OV_ME-15423;2026-05-28;2026-05-29;14071;11890;4;3;4;4;0;4;23,738.00 ;5934.5;9,809.80 ;13,928.20 
netsuite;vonderk;2026-06-08 15:37;314638;OV_ME-15423;2026-05-28;2026-05-29;14071;11886;4;3;4;4;0;4;17,274.40 ;4318.6;7,192.90 ;10,081.50 
netsuite;vonderk;2026-06-08 15:37;314638;OV_ME-15423;2026-05-28;2026-05-29;14071;11892;4;3;4;4;0;4;2,631.20 ;657.8;1,544.40 ;1,086.80 
netsuite;vonderk;2026-06-08 15:37;314638;OV_ME-15423;2026-05-28;2026-05-29;14071;11898;4;3;20;20;0;20;148,720.00 ;7436;59,473.70 ;89,246.30 
netsuite;vonderk;2026-06-08 15:37;314638;OV_ME-15423;2026-05-28;2026-05-29;14071;11918;4;3;20;20;0;20;45,760.00 ;2288;18,690.10 ;27,069.90 
netsuite;vonderk;2026-06-08 15:37;314901;OV_ME-15434;2026-05-28;2026-05-28;3812;10325;4;3;1;1;0;1;198,383.90 ;198383.9;89,646.70 ;108,737.20 
netsuite;vonderk;2026-06-08 15:37;314901;OV_ME-15434;2026-05-28;2026-05-28;3812;10317;4;3;2;2;0;2;41,298.40 ;20649.2;13,956.80 ;27,341.60 
netsuite;vonderk;2026-06-08 15:37;314901;OV_ME-15434;2026-05-28;2026-05-28;3812;10359;4;3;1;1;0;1;6,191.90 ;6191.9;2,044.90 ;4,147.00 
netsuite;vonderk;2026-06-08 15:37;314901;OV_ME-15434;2026-05-28;2026-05-28;3812;10357;4;3;2;2;0;2;5,920.20 ;2960.1;2,802.80 ;3,117.40 
netsuite;vonderk;2026-06-08 15:37;314901;OV_ME-15434;2026-05-28;2026-05-28;3812;10327;4;3;1;1;0;1;900.90 ;900.9;314.60 ;586.30 
netsuite;vonderk;2026-06-08 15:37;314901;OV_ME-15434;2026-05-28;2026-05-28;3812;10329;4;3;1;1;0;1;72,887.10 ;72887.1;26,512.20 ;46,374.90 
netsuite;vonderk;2026-06-08 15:37;314901;OV_ME-15434;2026-05-28;2026-05-28;3812;10346;4;3;1;1;0;1;113,141.60 ;113141.6;62,848.50 ;50,293.10 
netsuite;vonderk;2026-06-08 15:37;314901;OV_ME-15434;2026-05-28;2026-05-28;3812;10339;4;3;1;1;0;1;79,693.90 ;79693.9;28,886.00 ;50,807.90 
netsuite;vonderk;2026-06-08 15:37;314901;OV_ME-15434;2026-05-28;2026-05-28;3812;10334;4;3;1;1;0;1;64,521.60 ;64521.6;24,009.70 ;40,511.90 
netsuite;vonderk;2026-06-08 15:37;314901;OV_ME-15434;2026-05-28;2026-05-28;3812;10336;4;3;1;1;0;1;93,293.20 ;93293.2;49,220.60 ;44,072.60 
netsuite;vonderk;2026-06-08 15:37;314901;OV_ME-15434;2026-05-28;2026-05-28;3812;9768;4;3;1;1;0;1;17,517.50 ;17517.5;12,326.60 ;5,190.90 
netsuite;vonderk;2026-06-08 15:37;314901;OV_ME-15434;2026-05-28;2026-05-28;3812;10320;4;3;1;1;0;1;22,293.70 ;22293.7;7,922.20 ;14,371.50 
netsuite;vonderk;2026-06-08 15:37;314901;OV_ME-15434;2026-05-28;2026-05-28;3812;9977;4;3;1;1;0;1;76,076.00 ;76076;15,615.60 ;60,460.40 
netsuite;vonderk;2026-06-08 15:37;312799;OV_ME-15295;2026-05-27;2026-05-27;3850;10289;4;3;38;38;0;38;4,347,200.00 ;114400;17,239,622.40 ;(12,892,422.40)
netsuite;vonderk;2026-06-08 15:37;312949;OV_ME-15305;2026-05-27;2026-05-27;3948;9729;4;3;4;4;0;4;480,480.00 ;120120;157,714.70 ;322,765.30 
netsuite;vonderk;2026-06-08 15:37;312949;OV_ME-15305;2026-05-27;2026-05-27;3948;9730;4;3;3;3;0;3;169,884.00 ;56628;64,221.30 ;105,662.70 
netsuite;vonderk;2026-06-08 15:37;312949;OV_ME-15305;2026-05-27;2026-05-27;3948;9229;4;3;4;4;0;4;56,685.20 ;14171.3;25,425.40 ;31,259.80 
netsuite;vonderk;2026-06-08 15:37;312949;OV_ME-15305;2026-05-27;2026-05-27;3948;9756;4;3;5;5;0;5;70,070.00 ;14014;51,880.40 ;18,189.60 
netsuite;vonderk;2026-06-08 15:37;313214;OV_ME-15319;2026-05-27;2026-05-27;3767;10142;4;3;57;57;0;57;3,201,712.80 ;56170.4;1,165,535.80 ;2,036,177.00 
netsuite;vonderk;2026-06-08 15:37;309485;OV_ME-15094;2026-05-22;2026-05-22;13871;12164;4;3;2;2;0;2;180,480.00 ;90240;80,496.90 ;99,983.10 
netsuite;vonderk;2026-06-08 15:37;307696;ME-14956;2026-05-21;2026-05-21;3817;10407;4;3;18;18;0;18;215,215.20 ;11956.4;82,473.60 ;132,741.60 
netsuite;vonderk;2026-06-08 15:37;305353;ME-14821;2026-05-20;2026-05-20;3882;10361;4;3;15;15;0;15;479,889.00 ;31992.6;165,600.40 ;314,288.60 
netsuite;vonderk;2026-06-08 15:37;305489;ME-14822;2026-05-20;2026-05-20;3675;12164;4;3;2;2;0;2;193,120.00 ;96560;80,499.80 ;112,620.20 
netsuite;vonderk;2026-06-08 15:37;305489;ME-14822;2026-05-20;2026-05-20;3675;12165;4;3;2;2;0;2;220,895.20 ;110447.6;92,158.00 ;128,737.20 
netsuite;vonderk;2026-06-08 15:37;305705;ME-14827;2026-05-20;2026-05-20;3787;9690;4;3;160;2;0;160;3,339,840.00 ;20874;1,271,652.60 ;2,068,187.40 
netsuite;vonderk;2026-06-08 15:37;305741;ME-14829;2026-05-20;2026-05-20;3812;12470;4;3;1;1;0;1;65,021.80 ;65021.8;39,589.60 ;25,432.20 
netsuite;vonderk;2026-06-08 15:37;305745;ME-14830;2026-05-20;2026-05-20;3820;10154;4;3;1;1;0;1;408,960.00 ;408960;141,787.00 ;267,173.00 
netsuite;vonderk;2026-06-08 15:37;305745;ME-14830;2026-05-20;2026-05-20;3820;10155;4;3;1;1;0;1;744,080.00 ;744080;255,600.00 ;488,480.00 
netsuite;vonderk;2026-06-08 15:37;306378;ME-14849;2026-05-20;2026-05-20;3746;10262;4;3;2;2;0;2;42,742.00 ;21371;15,861.40 ;26,880.60 
netsuite;vonderk;2026-06-08 15:37;306531;ME-14859;2026-05-20;2026-05-20;13732;9620;4;3;9.55;9.55;0;9.55;69,168.20 ;7242;24,963.60 ;44,204.60 
netsuite;vonderk;2026-06-08 15:37;306531;ME-14859;2026-05-20;2026-05-20;13732;9409;4;3;4;4;0;4;261,904.80 ;65476.2;104,483.60 ;157,421.20 
netsuite;vonderk;2026-06-08 15:37;306536;ME-14861;2026-05-20;2026-05-20;3749;10151;4;3;2;2;0;2;260,712.00 ;130356;92,285.80 ;168,426.20 
netsuite;vonderk;2026-06-08 15:37;306537;ME-14862;2026-05-20;2026-05-20;13968;9511;4;3;3;3;0;3;32,376.00 ;10792;11,857.00 ;20,519.00 
netsuite;vonderk;2026-06-08 15:37;306537;ME-14862;2026-05-20;2026-05-20;13968;9516;4;3;3;3;0;3;9,201.60 ;3067.2;3,578.40 ;5,623.20 
netsuite;vonderk;2026-06-08 15:37;306537;ME-14862;2026-05-20;2026-05-20;13968;9284;4;3;1;1;0;1;9,940.00 ;9940;3,819.80 ;6,120.20 
netsuite;vonderk;2026-06-08 15:37;302299;ME-14596;2026-05-18;2026-05-18;13725;9418;4;3;1;1;0;1;1,313,500.00 ;1313500;306,237.20 ;1,007,262.80 
netsuite;vonderk;2026-06-08 15:37;302299;ME-14596;2026-05-18;2026-05-18;13725;9880;4;3;8;8;0;8;533,238.40 ;66654.8;175,583.00 ;357,655.40 
netsuite;vonderk;2026-06-08 15:37;302299;ME-14596;2026-05-18;2026-05-18;13725;10411;4;3;6;6;0;6;255,344.40 ;42557.4;71,113.60 ;184,230.80 
netsuite;vonderk;2026-06-08 15:37;302299;ME-14596;2026-05-18;2026-05-18;13725;9477;4;3;10;10;0;10;461,500.00 ;46150;70,588.20 ;390,911.80 
netsuite;vonderk;2026-06-08 15:37;302299;ME-14596;2026-05-18;2026-05-18;13725;12089;4;3;2;2;0;2;254,180.00 ;127090;71,284.00 ;182,896.00 
netsuite;vonderk;2026-06-08 15:37;302299;ME-14596;2026-05-18;2026-05-18;13725;9960;4;3;1;1;0;1;49,700.00 ;49700;13,390.60 ;36,309.40 
netsuite;vonderk;2026-06-08 15:37;302299;ME-14596;2026-05-18;2026-05-18;13725;10397;4;3;2;2;0;2;73,840.00 ;36920;18,815.00 ;55,025.00 
netsuite;vonderk;2026-06-08 15:37;302299;ME-14596;2026-05-18;2026-05-18;13725;9842;4;3;6;6;0;6;59,640.00 ;9940;26,241.60 ;33,398.40 
netsuite;vonderk;2026-06-08 15:37;302299;ME-14596;2026-05-18;2026-05-18;13725;9696;4;3;1;1;0;1;239,270.00 ;239270;60,094.40 ;179,175.60 
netsuite;vonderk;2026-06-08 15:37;302299;ME-14596;2026-05-18;2026-05-18;13725;9570;4;3;1;1;0;1;162,107.20 ;162107.2;40,029.80 ;122,077.40 
netsuite;vonderk;2026-06-08 15:37;302299;ME-14596;2026-05-18;2026-05-18;13725;12297;4;3;2;2;0;2;1,316,340.00 ;658170;326,458.00 ;989,882.00 
netsuite;vonderk;2026-06-08 15:37;302299;ME-14596;2026-05-18;2026-05-18;13725;9489;4;3;1;1;0;1;326,600.00 ;326600;85,370.40 ;241,229.60 
netsuite;vonderk;2026-06-08 15:37;302299;ME-14596;2026-05-18;2026-05-18;13725;11444;4;3;1;1;0;1;305,300.00 ;305300;90,141.60 ;215,158.40 
netsuite;vonderk;2026-06-08 15:37;302299;ME-14596;2026-05-18;2026-05-18;13725;12353;4;3;1;1;0;1;69,580.00 ;69580;26,341.00 ;43,239.00 
netsuite;vonderk;2026-06-08 15:37;302299;ME-14596;2026-05-18;2026-05-18;13725;11086;4;3;6;6;0;6;498,420.00 ;83070;119,720.20 ;378,699.80 
netsuite;vonderk;2026-06-08 15:37;302299;ME-14596;2026-05-18;2026-05-18;13725;10426;4;3;6;6;0;6;151,230.00 ;25205;50,779.20 ;100,450.80 
netsuite;vonderk;2026-06-08 15:37;302299;ME-14596;2026-05-18;2026-05-18;13725;10841;4;3;2;2;0;2;68,728.00 ;34364;21,754.40 ;46,973.60 
netsuite;vonderk;2026-06-08 15:37;302299;ME-14596;2026-05-18;2026-05-18;13725;12085;4;3;2;2;0;2;411,800.00 ;205900;113,458.00 ;298,342.00 
netsuite;vonderk;2026-06-08 15:37;298960;ME-14407;2026-05-14;2026-05-14;3878;9584;4;3;1;1;0;1;75,251.52 ;75251.52;27,547.68 ;47,703.84 
netsuite;vonderk;2026-06-08 15:37;299552;ME-14419;2026-05-14;2026-05-14;4100;11113;4;3;6;6;0;6;86,598.00 ;14433;30,507.40 ;56,090.60 
netsuite;vonderk;2026-06-08 15:37;298311;ME-14308;2026-05-13;2026-05-13;3793;9937;4;3;1;1;0;1;62,944.00 ;62944;27,172.70 ;35,771.30 
netsuite;vonderk;2026-06-08 15:37;298311;ME-14308;2026-05-13;2026-05-13;3793;9946;4;3;2;2;0;2;75,308.00 ;37654;21,482.45 ;53,825.55 
netsuite;vonderk;2026-06-08 15:37;296083;ME-14203;2026-05-12;2026-05-12;3859;10063;4;3;4;4;0;4;193,940.40 ;48485.1;53,445.07 ;140,495.33 
netsuite;vonderk;2026-06-08 15:37;296106;ME-14205;2026-05-12;2026-05-12;3746;8531;4;3;2;2;0;2;48,534.50 ;24267.25;23,517.30 ;25,017.20 
netsuite;vonderk;2026-06-08 15:37;296540;ME-14217;2026-05-12;2026-05-12;3825;11110;4;3;3;3;0;3;52,638.00 ;17546;21,309.90 ;31,328.10 
netsuite;vonderk;2026-06-08 15:37;296540;ME-14217;2026-05-12;2026-05-12;3825;9590;4;3;12;12;0;12;129,048.00 ;10754;47,784.55 ;81,263.45 
netsuite;vonderk;2026-06-08 15:37;296540;ME-14217;2026-05-12;2026-05-12;3825;9591;4;3;18;18;0;18;193,572.00 ;10754;72,518.75 ;121,053.25 
netsuite;vonderk;2026-06-08 15:37;296750;ME-14220;2026-05-12;2026-05-12;3813;10145;4;3;4;4;0;4;74,768.60 ;18692.15;29,035.80 ;45,732.80 
netsuite;vonderk;2026-06-08 15:37;295501;ME-14140;2026-05-11;2026-05-11;3763;10361;4;3;25;25;0;25;705,740.00 ;28229.6;275,991.20 ;429,748.80 
netsuite;vonderk;2026-06-08 15:37;295686;ME-14147;2026-05-11;2026-05-11;3868;9531;4;3;375;375;0;375;6,155,700.00 ;16415.2;56,336,923.80 ;(50,181,223.80)
netsuite;vonderk;2026-06-08 15:37;295686;ME-14147;2026-05-11;2026-05-11;3868;9540;4;3;363;363;0;363;1,984,521.00 ;5467;603,244.40 ;1,381,276.60 
netsuite;vonderk;2026-06-08 15:37;295686;ME-14147;2026-05-11;2026-05-11;3868;8527;4;3;1;1;0;1;39,518.60 ;39518.6;18,133.40 ;21,385.20 
netsuite;vonderk;2026-06-08 15:37;295686;ME-14147;2026-05-11;2026-05-11;3868;8529;4;3;1;1;0;1;21,868.00 ;21868;10,635.80 ;11,232.20 
netsuite;vonderk;2026-06-08 15:37;295686;ME-14147;2026-05-11;2026-05-11;3868;9541;4;3;2;2;0;2;10,451.20 ;5225.6;3,337.00 ;7,114.20 
netsuite;vonderk;2026-06-08 15:37;292570;ME-13974;2026-05-07;2026-05-07;3810;10286;4;3;7;7;0;7;517,377.00 ;73911;196,055.00 ;321,322.00 
netsuite;vonderk;2026-06-08 15:37;291726;ME-13907;2026-05-06;2026-05-06;3769;9854;4;3;2;2;0;2;101,880.00 ;50940;38,261.60 ;63,618.40 
netsuite;vonderk;2026-06-08 15:37;291925;ME-13919;2026-05-06;2026-05-08;3753;10095;4;3;4;4;0;4;805,870.80 ;201467.7;259,029.90 ;546,840.90 
netsuite;vonderk;2026-06-08 15:37;291925;ME-13919;2026-05-06;2026-05-08;3753;9287;4;3;6;6;0;6;75,391.20 ;12565.2;42,676.40 ;32,714.80 
netsuite;vonderk;2026-06-08 15:37;291925;ME-13919;2026-05-06;2026-05-08;3753;9783;4;3;6;6;0;6;129,897.00 ;21649.5;46,440.30 ;83,456.70 
netsuite;vonderk;2026-06-08 15:37;291925;ME-13919;2026-05-06;2026-05-08;3753;9745;4;3;1;1;0;1;78,787.20 ;78787.2;23,927.65 ;54,859.55 
netsuite;vonderk;2026-06-08 15:37;289865;ME-13813;2026-05-05;2026-05-05;3811;9977;4;3;1;1;0;1;86,640.00 ;86640;27,317.25 ;59,322.75 
netsuite;vonderk;2026-06-08 15:37;289997;ME-13817;2026-05-05;2026-05-05;3905;12346;4;3;1;1;0;1;37,990.50 ;37990.5;0.00 ;37,990.50 
netsuite;vonderk;2026-06-08 15:37;289997;ME-13817;2026-05-05;2026-05-05;3905;12351;4;3;1;1;0;1;37,548.75 ;37548.75;0.00 ;37,548.75 
netsuite;vonderk;2026-06-08 15:37;289999;ME-13818;2026-05-05;2026-05-05;3937;9615;4;3;6;6;0;6;639,540.00 ;106590;234,840.00 ;404,700.00 
netsuite;vonderk;2026-06-08 15:37;288932;ME-13772;2026-05-04;2026-05-04;3937;9615;4;3;6;6;0;6;635,052.00 ;105842;234,833.40 ;400,218.60 
netsuite;vonderk;2026-06-08 15:37;286864;ME-13680;2026-04-30;2026-04-30;3868;8385;4;3;10;10;0;10;1,460,987.50 ;146098.75;574,928.65 ;886,058.85 
netsuite;vonderk;2026-06-08 15:37;286864;ME-13680;2026-04-30;2026-04-30;3868;12131;4;3;6;6;0;6;588,357.00 ;98059.5;242,219.70 ;346,137.30 
netsuite;vonderk;2026-06-08 15:37;286864;ME-13680;2026-04-30;2026-04-30;3868;7596;4;3;5;5;0;5;718,112.50 ;143622.5;289,608.05 ;428,504.45 
netsuite;vonderk;2026-06-08 15:37;286864;ME-13680;2026-04-30;2026-04-30;3868;8392;4;3;2;2;0;2;611,138.50 ;305569.25;297,475.45 ;313,663.05 
netsuite;vonderk;2026-06-08 15:37;286864;ME-13680;2026-04-30;2026-04-30;3868;8379;4;3;1;1;0;1;529,705.25 ;529705.25;211,089.70 ;318,615.55 
netsuite;vonderk;2026-06-08 15:37;287425;ME-13699;2026-04-30;2026-04-30;3810;9615;4;3;10;10;0;10;992,339.50 ;99233.95;391,403.15 ;600,936.35 
netsuite;vonderk;2026-06-08 15:37;285514;ME-13533;2026-04-29;2026-04-29;3815;8532;4;3;6;6;0;6;157,700.40 ;26283.4;74,531.60 ;83,168.80 
netsuite;vonderk;2026-06-08 15:37;285693;ME-13541;2026-04-29;2026-04-29;3845;12017;4;3;25;25;0;25;40,040.00 ;1601.6;11,368.50 ;28,671.50 
netsuite;vonderk;2026-06-08 15:37;280952;ME-13230;2026-04-24;2026-04-24;3727;9615;4;3;10;10;0;10;926,117.50 ;92611.75;391,403.15 ;534,714.35 
netsuite;vonderk;2026-06-08 15:37;278461;ME-13110;2026-04-23;2026-04-23;13609;11113;4;3;10;10;0;10;117,600.00 ;11760;50,848.00 ;66,752.00 
netsuite;vonderk;2026-06-08 15:37;278461;ME-13110;2026-04-23;2026-04-23;13609;9937;4;3;4;4;0;4;219,520.00 ;54880;108,682.00 ;110,838.00 
netsuite;vonderk;2026-06-08 15:37;278461;ME-13110;2026-04-23;2026-04-23;13609;9960;4;3;4;4;0;4;137,200.00 ;34300;53,550.00 ;83,650.00 
netsuite;vonderk;2026-06-08 15:37;276813;ME-13019;2026-04-22;2026-04-22;3850;12163;4;3;3;3;0;3;260,400.00 ;86800;0.00 ;260,400.00 
netsuite;vonderk;2026-06-08 15:37;275842;ME-12942;2026-04-21;2026-04-21;4075;9947;4;3;2;1;0;2;57,764.00 ;28882;18,466.00 ;39,298.00 
netsuite;vonderk;2026-06-08 15:37;276174;ME-12951;2026-04-21;2026-04-21;3868;9531;4;3;10;10;0;10;161,840.00 ;16184;1,676,402.00 ;(1,514,562.00)
netsuite;vonderk;2026-06-08 15:37;273598;ME-12838;2026-04-20;2026-04-22;3982;10060;4;3;4;4;0;4;129,325.60 ;32331.4;42,589.60 ;86,736.00 
netsuite;vonderk;2026-06-08 15:37;273848;UY-45;2026-04-20;2026-04-20;13888;3735;11;10;43;1;0;43;471,430.12 ;10963.49068;282,704.97 ;4,862.55 
netsuite;vonderk;2026-06-08 15:37;273848;UY-45;2026-04-20;2026-04-20;13888;11856;11;10;10;10;0;10;0.00 ;0;0.00 ;0.00 
netsuite;vonderk;2026-06-08 15:37;273983;ME-12857;2026-04-20;2026-04-20;13344;10405;4;3;20;20;0;20;583,800.00 ;29190;269,951.90 ;313,848.10 
netsuite;vonderk;2026-06-08 15:37;273983;ME-12857;2026-04-20;2026-04-20;13344;9841;4;3;10;10;0;10;260,625.00 ;26062.5;138,346.70 ;122,278.30 
netsuite;vonderk;2026-06-08 15:37;273983;ME-12857;2026-04-20;2026-04-20;13344;10406;4;3;30;30;0;30;309,831.00 ;10327.7;137,776.80 ;172,054.20 
netsuite;vonderk;2026-06-08 15:37;273983;ME-12857;2026-04-20;2026-04-20;13344;9477;4;3;20;20;0;20;677,764.00 ;33888.2;141,182.30 ;536,581.70 
netsuite;vonderk;2026-06-08 15:37;273983;ME-12857;2026-04-20;2026-04-20;13344;9475;4;3;20;20;0;20;677,764.00 ;33888.2;141,182.30 ;536,581.70 
