source_system;client_id;snapshot_ts;po_internal_id;po_number;vendor_id;inbound_shipment_number;inbound_shipment_status;item_internal_id;quantity_inbound;expected_shipping_date;actual_shipping_date;expected_delivery_date;actual_delivery_date;available_for_sale_date;location_id
netsuite;vonderk;2026-06-08 15:41;280664;ME-194;8444;INBSHIP185;En tránsito;9728;250;11/5/2026;;27/6/2026;;24/7/2026;
netsuite;vonderk;2026-06-08 15:41;280664;ME-194;8444;INBSHIP185;En tránsito;9731;120;11/5/2026;;27/6/2026;;24/7/2026;
netsuite;vonderk;2026-06-08 15:41;280664;ME-194;8444;INBSHIP185;En tránsito;10089;100;11/5/2026;;27/6/2026;;24/7/2026;
netsuite;vonderk;2026-06-08 15:41;267147;ME-180;9866;INBSHIP182;En tránsito;8544;230;28/5/2026;;19/6/2026;;15/8/2026;
netsuite;vonderk;2026-06-08 15:41;267147;ME-180;9866;INBSHIP182;En tránsito;8538;230;28/5/2026;;19/6/2026;;15/8/2026;
netsuite;vonderk;2026-06-08 15:41;267147;ME-180;9866;INBSHIP182;En tránsito;8534;220;28/5/2026;;19/6/2026;;15/8/2026;
netsuite;vonderk;2026-06-08 15:41;267147;ME-180;9866;INBSHIP182;En tránsito;8532;100;28/5/2026;;19/6/2026;;15/8/2026;
netsuite;vonderk;2026-06-08 15:41;269784;ME-185;9866;INBSHIP179;En tránsito;12382;1000;11/5/2026;;27/6/2026;;24/7/2026;
netsuite;vonderk;2026-06-08 15:41;269784;ME-185;9866;INBSHIP179;En tránsito;12381;400;11/5/2026;;27/6/2026;;24/7/2026;
netsuite;vonderk;2026-06-08 15:41;269784;ME-185;9866;INBSHIP179;En tránsito;12386;300;11/5/2026;;27/6/2026;;24/7/2026;
netsuite;vonderk;2026-06-08 15:41;269784;ME-185;9866;INBSHIP179;En tránsito;12377;100;11/5/2026;;27/6/2026;;24/7/2026;
netsuite;vonderk;2026-06-08 15:41;269784;ME-185;9866;INBSHIP179;En tránsito;12383;1000;11/5/2026;;27/6/2026;;24/7/2026;
netsuite;vonderk;2026-06-08 15:41;269784;ME-185;9866;INBSHIP179;En tránsito;12384;300;11/5/2026;;27/6/2026;;24/7/2026;
netsuite;vonderk;2026-06-08 15:41;269784;ME-185;9866;INBSHIP179;En tránsito;12385;300;11/5/2026;;27/6/2026;;24/7/2026;
netsuite;vonderk;2026-06-08 15:41;269641;ME-182;9866;INBSHIP178;Para enviar;12435;20;;;;;;
netsuite;vonderk;2026-06-08 15:41;269641;ME-182;9866;INBSHIP178;Para enviar;12434;30;;;;;;
netsuite;vonderk;2026-06-08 15:41;269641;ME-182;9866;INBSHIP178;Para enviar;12433;40;;;;;;
netsuite;vonderk;2026-06-08 15:41;269641;ME-182;9866;INBSHIP178;Para enviar;12432;40;;;;;;
netsuite;vonderk;2026-06-08 15:41;269641;ME-182;9866;INBSHIP178;Para enviar;12431;40;;;;;;
netsuite;vonderk;2026-06-08 15:41;269641;ME-182;9866;INBSHIP178;Para enviar;12429;40;;;;;;
netsuite;vonderk;2026-06-08 15:41;269641;ME-182;9866;INBSHIP178;Para enviar;12430;50;;;;;;
netsuite;vonderk;2026-06-08 15:41;269782;ME-184;9866;INBSHIP177;En tránsito;12268;2000;5/4/2026;;7/6/2026;;4/7/2026;
netsuite;vonderk;2026-06-08 15:41;269782;ME-184;9866;INBSHIP177;En tránsito;9727;1000;5/4/2026;;7/6/2026;;4/7/2026;
